COD_MUNICIPIO,TRAZADO_PLANTA,ZONA,id
03014,No aplica,Calle,23922
03014,No aplica,Calle,23923
03014,Recta,Carretera,23924
03014,Recta,Carretera,23925
03014,Recta,Carretera,23926
03014,Recta,Carretera,23927
03014,No aplica,Calle,23928
03014,No aplica,Calle,23929
03014,No aplica,Calle,23930
03014,No aplica,Calle,23931
03014,No aplica,Calle,23932
03014,Recta,Carretera,23933
03014,Recta,Carretera,23934
03014,Curva señalizada,Carretera,23935
03014,Recta,Carretera,23936
03014,No aplica,Calle,23937
03014,No aplica,Calle,23938
03014,Curva señalizada,Carretera,23939
03014,Recta,Carretera,23940
03014,No aplica,Calle,23941
03014,Recta,Carretera,23942
03014,Curva señalizada,Carretera,23943
03014,No aplica,Calle,23944
03014,Recta,Carretera,23945
03014,Recta,Carretera,23946
03014,No aplica,Calle,23947
03014,No aplica,Calle,23948
03014,No aplica,Calle,23949
03014,Recta,Carretera,23950
03014,No aplica,Calle,23951
03014,Recta,Carretera,23952
03014,No aplica,Calle,23953
03014,No aplica,Calle,23954
03014,Recta,Carretera,23955
03014,Recta,Carretera,23956
03014,Recta,Carretera,23957
03014,Recta,Carretera,23958
03014,Recta,Carretera,23959
03014,Recta,Carretera,23960
03014,No aplica,Calle,23961
03014,No aplica,Calle,23962
03014,No aplica,Calle,23963
03014,No aplica,Calle,23964
03014,No aplica,Calle,23965
03014,No aplica,Calle,23966
03014,No aplica,Calle,23967
03014,No aplica,Calle,23968
03014,Recta,Carretera,23969
03014,Recta,Carretera,23970
03014,Recta,Carretera,23971
