COD_MUNICIPIO,TRAZADO_PLANTA,ZONA,id
00000,Recta,Carretera,1
00000,Curva señalizada,Carretera,2
00000,Recta,Carretera,3
00000,Recta,Carretera,4
00000,Curva señalizada,Carretera,5
00000,Recta,Carretera,6
00000,No aplica,Calle,7
00000,No aplica,Calle,8
00000,Curva sin señalizar,Carretera,9
00000,Curva sin señalizar,Carretera,10
00000,Recta,Carretera,11
00000,Curva sin señalizar,Carretera,12
00000,Recta,Carretera,13
00000,Recta,Carretera,14
00000,Curva sin señalizar,Carretera,15
00000,Curva señalizada,Carretera,16
00000,Curva señalizada,Carretera,17
03005,Recta,Carretera,18
03005,Recta,Carretera,19
03005,Recta,Carretera,20
03005,Recta,Carretera,21
03005,Curva señalizada,Carretera,22
03005,Recta,Carretera,23
03005,Curva señalizada,Carretera,24
03005,Recta,Carretera,25
03005,Curva sin señalizar,Carretera,26
03005,Recta,Carretera,27
03005,Recta,Carretera,28
03005,Recta,Carretera,29
03005,Recta,Carretera,30
03005,No aplica,Calle,31
03005,Curva señalizada,Carretera,32
03005,Recta,Carretera,33
00000,Curva señalizada,Carretera,34
00000,Curva señalizada,Carretera,35
00000,Curva señalizada,Carretera,36
00000,Curva señalizada,Carretera,37
00000,Curva señalizada,Carretera,38
00000,Curva señalizada,Carretera,39
00000,Curva sin señalizar,Carretera,40
00000,Curva señalizada,Carretera,41
03009,No aplica,Calle,42
03009,No aplica,Calle,43
03009,No aplica,Calle,44
03009,Curva señalizada,Carretera,45
03009,No aplica,Calle,46
03009,No aplica,Calle,47
03009,No aplica,Calle,48
03009,No aplica,Calle,49
03009,No aplica,Calle,50
03009,No aplica,Calle,51
03009,No aplica,Calle,52
03009,No aplica,Calle,53
03009,No aplica,Calle,54
03009,No aplica,Calle,55
03009,No aplica,Calle,56
03009,No aplica,Calle,57
03009,No aplica,Calle,58
03009,No aplica,Calle,59
03009,No aplica,Calle,60
03009,No aplica,Calle,61
03009,No aplica,Calle,62
03009,No aplica,Calle,63
03009,No aplica,Calle,64
03009,No aplica,Calle,65
03009,No aplica,Calle,66
03009,No aplica,Calle,67
03009,No aplica,Calle,68
03009,No aplica,Calle,69
03009,No aplica,Calle,70
03009,No aplica,Calle,71
03009,No aplica,Calle,72
03009,Curva señalizada,Carretera,73
03009,No aplica,Calle,74
03009,No aplica,Calle,75
03009,No aplica,Calle,76
03009,No aplica,Calle,77
03009,No aplica,Calle,78
03009,No aplica,Calle,79
03009,No aplica,Calle,80
03009,No aplica,Calle,81
03009,No aplica,Calle,82
03009,No aplica,Calle,83
03009,Recta,Carretera,84
03009,No aplica,Calle,85
03009,No aplica,Calle,86
03009,No aplica,Calle,87
03009,No aplica,Calle,88
03009,No aplica,Calle,89
03009,No aplica,Calle,90
03009,No aplica,Calle,91
03009,No aplica,Calle,92
03009,Recta,Carretera,93
03009,Curva sin señalizar,Carretera,94
03009,No aplica,Calle,95
03009,No aplica,Calle,96
03009,No aplica,Calle,97
03009,No aplica,Calle,98
03009,No aplica,Calle,99
03009,No aplica,Calle,100
03009,Recta,Carretera,101
03009,No aplica,Calle,102
03009,No aplica,Calle,103
03009,No aplica,Calle,104
03009,No aplica,Calle,105
03009,No aplica,Calle,106
03009,Curva señalizada,Carretera,107
03009,Curva señalizada,Carretera,108
03009,No aplica,Calle,109
03009,No aplica,Calle,110
03009,No aplica,Calle,111
03009,No aplica,Calle,112
03009,No aplica,Calle,113
03009,No aplica,Calle,114
03009,No aplica,Calle,115
03009,No aplica,Calle,116
03009,No aplica,Calle,117
03009,No aplica,Calle,118
03009,No aplica,Calle,119
03009,No aplica,Calle,120
03009,No aplica,Calle,121
03009,No aplica,Calle,122
03009,No aplica,Calle,123
03009,No aplica,Calle,124
03009,No aplica,Calle,125
03009,No aplica,Calle,126
03009,No aplica,Calle,127
03009,No aplica,Calle,128
03009,No aplica,Calle,129
03009,No aplica,Calle,130
03009,No aplica,Calle,131
03009,No aplica,Calle,132
03009,No aplica,Calle,133
03009,No aplica,Calle,134
03009,No aplica,Calle,135
03009,No aplica,Calle,136
03009,Curva señalizada,Carretera,137
03009,No aplica,Calle,138
03009,Curva sin señalizar,Carretera,139
03009,No aplica,Calle,140
03009,No aplica,Calle,141
03009,No aplica,Calle,142
03009,No aplica,Calle,143
03009,No aplica,Calle,144
03009,No aplica,Calle,145
03009,No aplica,Calle,146
03009,No aplica,Calle,147
03009,No aplica,Calle,148
03009,No aplica,Calle,149
03009,No aplica,Calle,150
03009,No aplica,Calle,151
03009,No aplica,Calle,152
03011,Recta,Carretera,153
03011,Recta,Carretera,154
03011,Curva señalizada,Carretera,155
03011,No aplica,Calle,156
03011,No aplica,Calle,157
03011,No aplica,Calle,158
03011,No aplica,Calle,159
03011,Recta,Carretera,160
03011,Recta,Carretera,161
03011,Recta,Carretera,162
03011,No aplica,Calle,163
03011,Recta,Carretera,164
03011,Recta,Carretera,165
03011,Recta,Carretera,166
03011,No aplica,Calle,167
03011,No aplica,Calle,168
03011,No aplica,Calle,169
03011,Recta,Carretera,170
03011,No aplica,Calle,171
03011,No aplica,Calle,172
03011,No aplica,Calle,173
03011,Recta,Carretera,174
03011,No aplica,Calle,175
03011,No aplica,Calle,176
03011,No aplica,Calle,177
03011,No aplica,Calle,178
03011,No aplica,Calle,179
03011,No aplica,Calle,180
03011,Recta,Carretera,181
03011,Recta,Carretera,182
03011,No aplica,Calle,183
03011,No aplica,Calle,184
03011,No aplica,Calle,185
03011,No aplica,Calle,186
03011,No aplica,Calle,187
03011,Recta,Carretera,188
03011,Recta,Carretera,189
03011,Recta,Carretera,190
03011,No aplica,Calle,191
03011,Curva señalizada,Carretera,192
03011,Recta,Carretera,193
03011,Curva señalizada,Carretera,194
03011,No aplica,Calle,195
03011,Recta,Carretera,196
03011,No aplica,Calle,197
03011,No aplica,Calle,198
03011,No aplica,Calle,199
03011,Recta,Carretera,200
03011,No aplica,Calle,201
00000,Curva señalizada,Carretera,202
00000,Recta,Carretera,203
00000,Recta,Carretera,204
00000,Recta,Carretera,205
00000,Curva señalizada,Carretera,206
00000,Recta,Carretera,207
00000,Curva sin señalizar,Carretera,208
03014,Curva señalizada,Carretera,209
03014,Recta,Carretera,210
03014,Recta,Carretera,211
03014,Recta,Carretera,212
03014,Curva señalizada,Carretera,213
03014,Recta,Carretera,214
03014,Recta,Carretera,215
03014,Recta,Carretera,216
03014,Curva sin señalizar,Carretera,217
03014,Curva sin señalizar,Carretera,218
03014,Recta,Carretera,219
03014,Recta,Carretera,220
03014,Recta,Carretera,221
03014,Recta,Carretera,222
03014,No aplica,Calle,223
03014,No aplica,Calle,224
03014,Recta,Carretera,225
03014,No aplica,Calle,226
03014,No aplica,Calle,227
03014,Curva señalizada,Carretera,228
03014,Curva señalizada,Carretera,229
03014,Recta,Carretera,230
03014,Curva sin señalizar,Carretera,231
03014,Recta,Carretera,232
03014,Recta,Carretera,233
03014,Curva señalizada,Carretera,234
03014,Curva sin señalizar,Carretera,235
03014,Recta,Carretera,236
03014,Curva señalizada,Carretera,237
03014,Curva señalizada,Carretera,238
03014,Curva sin señalizar,Carretera,239
03014,Recta,Carretera,240
03014,Recta,Carretera,241
03014,Curva sin señalizar,Carretera,242
03014,Recta,Carretera,243
03014,Recta,Carretera,244
03014,No aplica,Calle,245
03014,Recta,Carretera,246
03014,Recta,Carretera,247
03014,Recta,Carretera,248
03014,Recta,Carretera,249
03014,No aplica,Calle,250
03014,Recta,Carretera,251
03014,No aplica,Calle,252
03014,Recta,Carretera,253
03014,No aplica,Calle,254
03014,No aplica,Calle,255
03014,No aplica,Calle,256
03014,No aplica,Calle,257
03014,Curva sin señalizar,Carretera,258
03014,No aplica,Calle,259
03014,No aplica,Calle,260
03014,No aplica,Calle,261
03014,No aplica,Calle,262
03014,Recta,Carretera,263
03014,Curva sin señalizar,Carretera,264
03014,Recta,Carretera,265
03014,Recta,Carretera,266
03014,No aplica,Calle,267
03014,No aplica,Calle,268
03014,No aplica,Calle,269
03014,No aplica,Calle,270
03014,No aplica,Calle,271
03014,Recta,Carretera,272
03014,Curva sin señalizar,Carretera,273
03014,Recta,Carretera,274
03014,No aplica,Calle,275
03014,Recta,Carretera,276
03014,No aplica,Calle,277
03014,No aplica,Calle,278
03014,No aplica,Calle,279
03014,Curva señalizada,Carretera,280
03014,Recta,Carretera,281
03014,Curva sin señalizar,Carretera,282
03014,No aplica,Calle,283
03014,No aplica,Calle,284
03014,Recta,Carretera,285
03014,No aplica,Calle,286
03014,No aplica,Calle,287
03014,Recta,Carretera,288
03014,Recta,Carretera,289
03014,No aplica,Calle,290
03014,No aplica,Calle,291
03014,No aplica,Calle,292
03014,No aplica,Calle,293
03014,No aplica,Calle,294
03014,No aplica,Calle,295
03014,Recta,Carretera,296
03014,Curva señalizada,Carretera,297
03014,Curva señalizada,Carretera,298
03014,No aplica,Calle,299
03014,Recta,Carretera,300
03014,Recta,Carretera,301
03014,Recta,Carretera,302
03014,Recta,Carretera,303
03014,Recta,Carretera,304
03014,No aplica,Calle,305
03014,No aplica,Calle,306
03014,No aplica,Calle,307
03014,No aplica,Calle,308
03014,Recta,Carretera,309
03014,Recta,Carretera,310
03014,No aplica,Calle,311
03014,No aplica,Calle,312
03014,Recta,Carretera,313
03014,Recta,Carretera,314
03014,No aplica,Calle,315
03014,Recta,Carretera,316
03014,Curva señalizada,Carretera,317
03014,No aplica,Calle,318
03014,No aplica,Calle,319
03014,Recta,Carretera,320
03014,Recta,Carretera,321
03014,Recta,Carretera,322
03014,Curva señalizada,Carretera,323
03014,Recta,Carretera,324
03014,Recta,Carretera,325
03014,Recta,Autopista o autovía urbana,326
03014,Curva sin señalizar,Carretera,327
03014,Curva sin señalizar,Carretera,328
03014,Recta,Carretera,329
03014,Recta,Carretera,330
03014,Curva señalizada,Carretera,331
03014,Recta,Carretera,332
03014,Recta,Carretera,333
03014,No aplica,Calle,334
03014,Curva señalizada,Carretera,335
03014,Recta,Carretera,336
03014,Recta,Carretera,337
03015,Recta,Carretera,338
03015,Recta,Carretera,339
03015,Recta,Carretera,340
03015,Recta,Carretera,341
03015,Recta,Carretera,342
03015,Recta,Carretera,343
03015,Recta,Carretera,344
03015,Recta,Carretera,345
03015,No aplica,Calle,346
03015,Curva señalizada,Carretera,347
03015,Recta,Carretera,348
03015,Recta,Carretera,349
03015,Curva señalizada,Carretera,350
03015,Curva señalizada,Carretera,351
03015,Recta,Carretera,352
03015,No aplica,Calle,353
03015,Recta,Carretera,354
03015,Recta,Carretera,355
03015,Recta,Carretera,356
03015,Recta,Carretera,357
03015,Curva sin señalizar,Travesía,358
03018,Curva señalizada,Carretera,359
03018,Curva sin señalizar,Carretera,360
03018,No aplica,Calle,361
03018,No aplica,Calle,362
03018,No aplica,Calle,363
03018,No aplica,Calle,364
03018,Curva señalizada,Carretera,365
03018,Recta,Carretera,366
03018,Recta,Carretera,367
03018,Curva señalizada,Carretera,368
03018,No aplica,Calle,369
03018,No aplica,Calle,370
03018,Recta,Carretera,371
03018,Curva señalizada,Carretera,372
03018,Recta,Carretera,373
03018,No aplica,Calle,374
03018,Curva sin señalizar,Travesía,375
03018,No aplica,Calle,376
03018,No aplica,Calle,377
03018,Curva señalizada,Carretera,378
03018,Recta,Carretera,379
03018,No aplica,Calle,380
03018,Recta,Carretera,381
03018,Recta,Carretera,382
03018,Recta,Carretera,383
03019,Curva señalizada,Carretera,384
03019,Recta,Carretera,385
03019,Curva señalizada,Carretera,386
03019,Curva sin señalizar,Carretera,387
03019,Recta,Carretera,388
03019,Recta,Carretera,389
03019,Curva señalizada,Carretera,390
03019,Curva señalizada,Carretera,391
03019,Recta,Carretera,392
03019,Recta,Carretera,393
03019,Curva señalizada,Carretera,394
00000,Curva señalizada,Carretera,395
03021,Curva señalizada,Carretera,396
03021,Curva señalizada,Carretera,397
03021,Curva señalizada,Carretera,398
03021,Curva señalizada,Carretera,399
00000,Curva señalizada,Carretera,400
00000,Recta,Carretera,401
00000,No aplica,Calle,402
03024,Recta,Carretera,403
03024,Curva señalizada,Carretera,404
03024,Curva señalizada,Carretera,405
03024,Curva sin señalizar,Carretera,406
03024,Curva señalizada,Carretera,407
00000,No aplica,Calle,408
00000,Recta,Carretera,409
00000,No aplica,Calle,410
00000,Curva señalizada,Carretera,411
00000,Curva señalizada,Carretera,412
00000,Recta,Carretera,413
00000,No aplica,Calle,414
00000,Curva sin señalizar,Carretera,415
00000,Curva sin señalizar,Carretera,416
00000,Recta,Travesía,417
03031,No aplica,Calle,418
03031,No aplica,Calle,419
03031,No aplica,Calle,420
03031,No aplica,Calle,421
03031,No aplica,Calle,422
03031,No aplica,Calle,423
03031,No aplica,Calle,424
03031,No aplica,Calle,425
03031,No aplica,Calle,426
03031,No aplica,Calle,427
03031,No aplica,Calle,428
03031,No aplica,Calle,429
03031,No aplica,Calle,430
03031,No aplica,Calle,431
03031,No aplica,Calle,432
03031,No aplica,Calle,433
03031,No aplica,Calle,434
03031,No aplica,Calle,435
03031,No aplica,Calle,436
03031,No aplica,Calle,437
03031,No aplica,Calle,438
03031,No aplica,Calle,439
03031,No aplica,Calle,440
03031,No aplica,Calle,441
03031,No aplica,Calle,442
03031,No aplica,Calle,443
03031,No aplica,Calle,444
03031,No aplica,Calle,445
03031,No aplica,Calle,446
03031,No aplica,Calle,447
03031,No aplica,Calle,448
03031,No aplica,Calle,449
03031,No aplica,Calle,450
03031,No aplica,Calle,451
03031,Recta,Carretera,452
03031,No aplica,Calle,453
03031,Recta,Carretera,454
03031,No aplica,Calle,455
03031,No aplica,Calle,456
03031,No aplica,Calle,457
03031,No aplica,Calle,458
03031,No aplica,Calle,459
03031,No aplica,Calle,460
03031,Curva señalizada,Carretera,461
03031,No aplica,Calle,462
03031,No aplica,Calle,463
03031,No aplica,Calle,464
03031,No aplica,Calle,465
03031,No aplica,Calle,466
03031,No aplica,Calle,467
03031,No aplica,Calle,468
03031,No aplica,Calle,469
03031,Curva señalizada,Carretera,470
03031,No aplica,Calle,471
03031,No aplica,Calle,472
03031,No aplica,Calle,473
03031,No aplica,Calle,474
03031,No aplica,Calle,475
03031,No aplica,Calle,476
03031,No aplica,Calle,477
03031,No aplica,Calle,478
03031,No aplica,Calle,479
03031,Recta,Carretera,480
03031,No aplica,Calle,481
03031,No aplica,Calle,482
03031,No aplica,Calle,483
03031,No aplica,Calle,484
03031,No aplica,Calle,485
03031,No aplica,Calle,486
03031,No aplica,Calle,487
03031,No aplica,Calle,488
03031,No aplica,Calle,489
03031,No aplica,Calle,490
03031,No aplica,Calle,491
03031,No aplica,Calle,492
03031,No aplica,Calle,493
03031,No aplica,Calle,494
03031,No aplica,Calle,495
03031,No aplica,Calle,496
03031,No aplica,Calle,497
03031,No aplica,Calle,498
03031,No aplica,Calle,499
03031,No aplica,Calle,500
03031,No aplica,Calle,501
03031,No aplica,Calle,502
03031,No aplica,Calle,503
03031,No aplica,Calle,504
03031,No aplica,Calle,505
03031,No aplica,Calle,506
03031,No aplica,Calle,507
03031,No aplica,Calle,508
03031,No aplica,Calle,509
03031,No aplica,Calle,510
03031,No aplica,Calle,511
03031,No aplica,Calle,512
03031,No aplica,Calle,513
03031,No aplica,Calle,514
03031,No aplica,Calle,515
03031,No aplica,Calle,516
03031,No aplica,Calle,517
03031,No aplica,Calle,518
03031,No aplica,Calle,519
03031,No aplica,Calle,520
03031,No aplica,Calle,521
03031,No aplica,Calle,522
03031,No aplica,Calle,523
03031,No aplica,Calle,524
03031,No aplica,Calle,525
03031,No aplica,Calle,526
03031,No aplica,Calle,527
03031,No aplica,Calle,528
03031,No aplica,Calle,529
03031,No aplica,Calle,530
03031,No aplica,Calle,531
03031,No aplica,Calle,532
03031,No aplica,Calle,533
03031,No aplica,Calle,534
03031,No aplica,Calle,535
03031,No aplica,Calle,536
03031,Recta,Carretera,537
03031,No aplica,Calle,538
03031,No aplica,Calle,539
03031,No aplica,Calle,540
03031,No aplica,Calle,541
03031,No aplica,Calle,542
03031,No aplica,Calle,543
03031,No aplica,Calle,544
03031,No aplica,Calle,545
03031,No aplica,Calle,546
03031,No aplica,Calle,547
03031,No aplica,Calle,548
03031,No aplica,Calle,549
03031,No aplica,Calle,550
03031,No aplica,Calle,551
03031,No aplica,Calle,552
03031,No aplica,Calle,553
03031,No aplica,Calle,554
03031,No aplica,Calle,555
03031,No aplica,Calle,556
03031,No aplica,Calle,557
03031,No aplica,Calle,558
03031,No aplica,Calle,559
03031,No aplica,Calle,560
03031,No aplica,Calle,561
03031,No aplica,Calle,562
03031,No aplica,Calle,563
03031,No aplica,Calle,564
03031,No aplica,Calle,565
03031,No aplica,Calle,566
03031,No aplica,Calle,567
03031,No aplica,Calle,568
03031,No aplica,Calle,569
03031,No aplica,Calle,570
03031,No aplica,Calle,571
03031,No aplica,Calle,572
03031,No aplica,Calle,573
03031,No aplica,Calle,574
03031,No aplica,Calle,575
03031,No aplica,Calle,576
03031,No aplica,Calle,577
03031,No aplica,Calle,578
03031,No aplica,Calle,579
03031,No aplica,Calle,580
03031,No aplica,Calle,581
03031,No aplica,Calle,582
03031,No aplica,Calle,583
03031,No aplica,Calle,584
03031,No aplica,Calle,585
03031,No aplica,Calle,586
03031,No aplica,Calle,587
03031,No aplica,Calle,588
03031,No aplica,Calle,589
03031,No aplica,Calle,590
03031,No aplica,Calle,591
03031,No aplica,Calle,592
03031,No aplica,Calle,593
03031,No aplica,Calle,594
03031,No aplica,Calle,595
03031,No aplica,Calle,596
03031,No aplica,Calle,597
03031,No aplica,Calle,598
03031,No aplica,Calle,599
03031,Curva señalizada,Carretera,600
03031,No aplica,Calle,601
03031,No aplica,Calle,602
03031,No aplica,Calle,603
03031,No aplica,Calle,604
03031,No aplica,Calle,605
03031,No aplica,Calle,606
03031,No aplica,Calle,607
03031,No aplica,Calle,608
03031,No aplica,Calle,609
03031,No aplica,Calle,610
03031,No aplica,Calle,611
03031,No aplica,Calle,612
03031,No aplica,Calle,613
03031,No aplica,Calle,614
03031,No aplica,Calle,615
03031,Curva señalizada,Carretera,616
03031,No aplica,Calle,617
03031,No aplica,Calle,618
03031,No aplica,Calle,619
03031,No aplica,Calle,620
03031,No aplica,Calle,621
03031,No aplica,Calle,622
03031,No aplica,Calle,623
03031,No aplica,Calle,624
03031,No aplica,Calle,625
03031,No aplica,Calle,626
03031,No aplica,Calle,627
03031,No aplica,Calle,628
03031,No aplica,Calle,629
03031,No aplica,Calle,630
03031,Recta,Carretera,631
03031,No aplica,Calle,632
03031,No aplica,Calle,633
03031,No aplica,Calle,634
03031,No aplica,Calle,635
03031,No aplica,Calle,636
03031,No aplica,Calle,637
03031,No aplica,Calle,638
03031,No aplica,Calle,639
03031,No aplica,Calle,640
03031,No aplica,Calle,641
03031,No aplica,Calle,642
03031,No aplica,Calle,643
03031,No aplica,Calle,644
03031,No aplica,Calle,645
03031,No aplica,Calle,646
03031,No aplica,Calle,647
03031,No aplica,Calle,648
03031,No aplica,Calle,649
03031,No aplica,Calle,650
03031,No aplica,Calle,651
03031,No aplica,Calle,652
03031,No aplica,Calle,653
03031,No aplica,Calle,654
03031,No aplica,Calle,655
03031,No aplica,Calle,656
03031,No aplica,Calle,657
03031,No aplica,Calle,658
03031,No aplica,Calle,659
03031,No aplica,Calle,660
03031,No aplica,Calle,661
03031,No aplica,Calle,662
03031,No aplica,Calle,663
03031,No aplica,Calle,664
03031,No aplica,Calle,665
03031,No aplica,Calle,666
03031,No aplica,Calle,667
03031,No aplica,Calle,668
03031,No aplica,Calle,669
03031,No aplica,Calle,670
03031,Recta,Carretera,671
03031,No aplica,Calle,672
03031,No aplica,Calle,673
03031,No aplica,Calle,674
03031,No aplica,Calle,675
03031,No aplica,Calle,676
03031,No aplica,Calle,677
03031,No aplica,Calle,678
03031,No aplica,Calle,679
03031,No aplica,Calle,680
03031,No aplica,Calle,681
03031,No aplica,Calle,682
03031,No aplica,Calle,683
03031,No aplica,Calle,684
03031,Recta,Carretera,685
03031,Recta,Carretera,686
03031,No aplica,Calle,687
03031,No aplica,Calle,688
03031,No aplica,Calle,689
03031,No aplica,Calle,690
03031,No aplica,Calle,691
03031,No aplica,Calle,692
03031,No aplica,Calle,693
03031,No aplica,Calle,694
03031,No aplica,Calle,695
03031,No aplica,Calle,696
03031,No aplica,Calle,697
03031,No aplica,Calle,698
03031,No aplica,Calle,699
03031,No aplica,Calle,700
03031,No aplica,Calle,701
03031,No aplica,Calle,702
03031,No aplica,Calle,703
03031,No aplica,Calle,704
03031,No aplica,Calle,705
03031,No aplica,Calle,706
03031,No aplica,Calle,707
03031,No aplica,Calle,708
03031,No aplica,Calle,709
03031,No aplica,Calle,710
03031,No aplica,Calle,711
03031,No aplica,Calle,712
03031,No aplica,Calle,713
03031,No aplica,Calle,714
03031,No aplica,Calle,715
03031,No aplica,Calle,716
03031,No aplica,Calle,717
03031,No aplica,Calle,718
03031,No aplica,Calle,719
03031,No aplica,Calle,720
03031,No aplica,Calle,721
00000,Curva señalizada,Carretera,722
00000,Recta,Carretera,723
00000,Curva señalizada,Carretera,724
00000,Recta,Carretera,725
00000,Recta,Travesía,726
00000,No aplica,Calle,727
00000,No aplica,Calle,728
00000,No aplica,Calle,729
00000,No aplica,Calle,730
00000,Recta,Carretera,731
00000,Curva sin señalizar,Carretera,732
00000,Recta,Carretera,733
00000,Curva señalizada,Carretera,734
00000,Curva señalizada,Carretera,735
00000,Curva señalizada,Carretera,736
03041,No aplica,Calle,737
03041,No aplica,Calle,738
03041,Recta,Carretera,739
03041,Curva señalizada,Carretera,740
03128,Recta,Carretera,741
03041,No aplica,Calle,742
03041,No aplica,Calle,743
03041,No aplica,Calle,744
03041,Recta,Carretera,745
03041,No aplica,Calle,746
03041,Curva señalizada,Carretera,747
03041,Recta,Carretera,748
03041,Curva señalizada,Carretera,749
03041,Curva señalizada,Carretera,750
00000,No aplica,Calle,751
00000,No aplica,Calle,752
00000,No aplica,Calle,753
00000,Curva señalizada,Carretera,754
00000,Recta,Carretera,755
00000,Recta,Carretera,756
00000,Curva señalizada,Carretera,757
00000,Recta,Carretera,758
03044,Curva señalizada,Carretera,759
03044,Recta,Carretera,760
03044,Curva señalizada,Carretera,761
03044,Recta,Carretera,762
00000,Curva señalizada,Carretera,763
00000,Curva señalizada,Carretera,764
00000,Curva señalizada,Carretera,765
00000,Curva sin señalizar,Carretera,766
00000,No aplica,Calle,767
03047,Recta,Carretera,768
03047,Recta,Carretera,769
03047,Recta,Carretera,770
03047,Recta,Carretera,771
03047,Curva señalizada,Carretera,772
03047,Recta,Carretera,773
03047,Recta,Carretera,774
03047,Recta,Carretera,775
03047,No aplica,Calle,776
03047,Recta,Carretera,777
03047,Recta,Carretera,778
03047,Curva señalizada,Carretera,779
03047,No aplica,Calle,780
03048,Recta,Carretera,781
03048,Recta,Carretera,782
03048,Se desconoce,Carretera,783
03048,Curva sin señalizar,Carretera,784
03049,Recta,Carretera,785
03049,Curva sin señalizar,Carretera,786
03049,Recta,Carretera,787
03049,Recta,Carretera,788
03049,Recta,Carretera,789
03049,Se desconoce,Carretera,790
03049,Recta,Carretera,791
03049,Recta,Carretera,792
03049,Recta,Carretera,793
03049,Recta,Carretera,794
03049,Recta,Carretera,795
03049,Recta,Carretera,796
03049,Recta,Carretera,797
03049,Curva sin señalizar,Carretera,798
03049,Recta,Carretera,799
03049,Recta,Carretera,800
03049,Recta,Carretera,801
03049,Recta,Carretera,802
03049,Recta,Carretera,803
03050,No aplica,Calle,804
03050,No aplica,Calle,805
03050,No aplica,Calle,806
03050,Curva sin señalizar,Carretera,807
03050,No aplica,Calle,808
03050,Curva señalizada,Carretera,809
03050,No aplica,Calle,810
03050,Curva señalizada,Carretera,811
03050,No aplica,Calle,812
03050,No aplica,Calle,813
03050,No aplica,Calle,814
03050,Curva señalizada,Carretera,815
03050,No aplica,Calle,816
03050,No aplica,Calle,817
03050,Curva sin señalizar,Carretera,818
03050,Recta,Carretera,819
03050,Recta,Carretera,820
03050,No aplica,Calle,821
03050,Curva señalizada,Carretera,822
03050,Recta,Carretera,823
03050,Curva sin señalizar,Carretera,824
03050,Recta,Carretera,825
03050,Curva sin señalizar,Carretera,826
03050,No aplica,Calle,827
03050,Recta,Carretera,828
03050,No aplica,Calle,829
03050,Recta,Carretera,830
03050,Recta,Carretera,831
03050,Curva señalizada,Carretera,832
03050,No aplica,Calle,833
03050,Curva sin señalizar,Carretera,834
03050,Recta,Carretera,835
03050,No aplica,Calle,836
03050,No aplica,Calle,837
03050,No aplica,Calle,838
03050,No aplica,Calle,839
03050,No aplica,Calle,840
03050,No aplica,Calle,841
03050,No aplica,Calle,842
03050,Curva señalizada,Carretera,843
03050,Curva señalizada,Carretera,844
03050,No aplica,Calle,845
03050,Recta,Carretera,846
03053,No aplica,Calle,847
03053,Curva señalizada,Carretera,848
03053,No aplica,Calle,849
03053,No aplica,Calle,850
03053,No aplica,Calle,851
03053,No aplica,Calle,852
03053,No aplica,Calle,853
03053,No aplica,Calle,854
03053,No aplica,Calle,855
03053,No aplica,Calle,856
03053,No aplica,Calle,857
03053,No aplica,Calle,858
03053,No aplica,Calle,859
03053,Recta,Carretera,860
03053,Recta,Carretera,861
03053,No aplica,Calle,862
03053,Curva señalizada,Carretera,863
03053,No aplica,Calle,864
00000,Curva sin señalizar,Carretera,865
00000,Curva señalizada,Carretera,866
00000,Curva señalizada,Carretera,867
00000,Curva señalizada,Carretera,868
03055,Recta,Carretera,869
03055,No aplica,Calle,870
03055,No aplica,Calle,871
03055,No aplica,Calle,872
03055,Recta,Carretera,873
03055,Recta,Carretera,874
03055,Recta,Carretera,875
03055,No aplica,Calle,876
03055,No aplica,Calle,877
03055,No aplica,Calle,878
03055,Recta,Carretera,879
03055,No aplica,Calle,880
03055,Curva sin señalizar,Carretera,881
03055,Recta,Carretera,882
03056,Curva señalizada,Carretera,883
03056,Curva señalizada,Carretera,884
03056,No aplica,Calle,885
03056,No aplica,Calle,886
03056,No aplica,Calle,887
03056,Recta,Carretera,888
03056,Curva señalizada,Carretera,889
03056,No aplica,Calle,890
03056,Curva señalizada,Carretera,891
03056,No aplica,Calle,892
03056,No aplica,Calle,893
03056,Curva sin señalizar,Carretera,894
03056,No aplica,Calle,895
03056,No aplica,Calle,896
03056,No aplica,Calle,897
03056,Recta,Carretera,898
03056,Recta,Carretera,899
03056,Recta,Carretera,900
03056,No aplica,Calle,901
03056,No aplica,Calle,902
03056,Curva señalizada,Carretera,903
03056,Curva señalizada,Carretera,904
03056,No aplica,Calle,905
03056,Curva señalizada,Carretera,906
03056,Recta,Carretera,907
03056,No aplica,Calle,908
03056,Recta,Carretera,909
03056,Recta,Carretera,910
00000,Curva sin señalizar,Carretera,911
03058,Recta,Carretera,912
03058,Curva señalizada,Carretera,913
03058,Recta,Carretera,914
03058,Recta,Carretera,915
03058,No aplica,Calle,916
03058,Recta,Carretera,917
03058,No aplica,Calle,918
03058,No aplica,Calle,919
03058,No aplica,Calle,920
03058,No aplica,Calle,921
03058,No aplica,Calle,922
03058,No aplica,Calle,923
03058,No aplica,Calle,924
03058,No aplica,Calle,925
03058,No aplica,Calle,926
03058,No aplica,Calle,927
03058,Curva señalizada,Carretera,928
03058,No aplica,Calle,929
03058,No aplica,Calle,930
03058,Recta,Carretera,931
03058,No aplica,Calle,932
03058,No aplica,Calle,933
03058,No aplica,Calle,934
03058,No aplica,Calle,935
03058,Recta,Carretera,936
03058,Recta,Carretera,937
03058,No aplica,Calle,938
03058,Recta,Carretera,939
03058,No aplica,Calle,940
03058,No aplica,Calle,941
03058,No aplica,Calle,942
03059,Recta,Carretera,943
03059,Recta,Carretera,944
03059,Curva señalizada,Carretera,945
03059,Recta,Carretera,946
03059,Recta,Carretera,947
03059,Recta,Carretera,948
