TIPO_ACCIDENTE,id
Lateral                                            ,2593
Atropello a personas                               ,2594
Atropello a personas                               ,2595
Otro tipo de accidente                             ,2596
Salida de la vía por la derecha con colisión       ,2597
Atropello a personas                               ,2598
Múltiple o en caravana                             ,2599
Otro tipo de accidente                             ,2600
Salida de la vía por la derecha con colisión       ,2601
Fronto-lateral                                     ,2602
Lateral                                            ,2603
Lateral                                            ,2604
Salida de la vía por la derecha otro tipo          ,2605
Por alcance                                        ,2606
Atropello a personas                               ,2607
Fronto-lateral                                     ,2608
Por alcance                                        ,2609
Atropello a personas                               ,2610
Frontal                                            ,2611
Atropello a personas                               ,2612
Por alcance                                        ,2613
Salida de la vía por la derecha con vuelco         ,2614
"Salida de la vía por la izquierda, otro tipo       ",2615
Otro tipo de accidente                             ,2616
Frontal                                            ,2617
Por alcance                                        ,2618
Lateral                                            ,2619
Salida de la vía por la derecha con despeñamiento  ,2620
Por alcance                                        ,2621
Salida de la vía por la derecha con vuelco         ,2622
Frontal                                            ,2623
Por alcance                                        ,2624
Fronto-lateral                                     ,2625
Caída                                              ,2626
Salida de la vía por la derecha con vuelco         ,2627
Fronto-lateral                                     ,2628
Caída                                              ,2629
Caída                                              ,2630
Colisión contra obstáculo o elemento de la vía     ,2631
Por alcance                                        ,2632
Por alcance                                        ,2633
Salida de la vía por la derecha con vuelco         ,2634
Lateral                                            ,2635
Salida de la vía por la derecha con vuelco         ,2636
Por alcance                                        ,2637
Atropello a personas                               ,2638
Caída                                              ,2639
Atropello a personas                               ,2640
Fronto-lateral                                     ,2641
Múltiple o en caravana                             ,2642
Frontal                                            ,2643
Otro tipo de accidente                             ,2644
Caída                                              ,2645
Por alcance                                        ,2646
Fronto-lateral                                     ,2647
Lateral                                            ,2648
Salida de la vía por la izquierda con vuelco       ,2649
Fronto-lateral                                     ,2650
Por alcance                                        ,2651
Fronto-lateral                                     ,2652
Caída                                              ,2653
Caída                                              ,2654
Otro tipo de accidente                             ,2655
Por alcance                                        ,2656
Fronto-lateral                                     ,2657
Por alcance                                        ,2658
Múltiple o en caravana                             ,2659
Caída                                              ,2660
Fronto-lateral                                     ,2661
Colisión contra obstáculo o elemento de la vía     ,2662
Fronto-lateral                                     ,2663
Frontal                                            ,2664
Caída                                              ,2665
Por alcance                                        ,2666
Salida de la vía por la derecha con colisión       ,2667
Atropello a personas                               ,2668
Salida de la vía por la izquierda con vuelco       ,2669
Fronto-lateral                                     ,2670
Lateral                                            ,2671
Atropello a personas                               ,2672
Fronto-lateral                                     ,2673
Fronto-lateral                                     ,2674
Fronto-lateral                                     ,2675
Por alcance                                        ,2676
Por alcance                                        ,2677
Fronto-lateral                                     ,2678
Lateral                                            ,2679
Fronto-lateral                                     ,2680
Caída                                              ,2681
Fronto-lateral                                     ,2682
Por alcance                                        ,2683
Salida de la vía por la derecha con colisión       ,2684
Salida de la vía por la derecha con vuelco         ,2685
Por alcance                                        ,2686
Por alcance                                        ,2687
Por alcance                                        ,2688
Fronto-lateral                                     ,2689
Atropello a personas                               ,2690
Fronto-lateral                                     ,2691
Salida de la vía por la derecha con colisión       ,2692
"Salida de la vía por la izquierda, otro tipo       ",2693
Atropello a personas                               ,2694
"Salida de la vía por la izquierda, otro tipo       ",2695
Salida de la vía por la derecha con colisión       ,2696
Atropello a personas                               ,2697
Atropello a personas                               ,2698
Otro tipo de accidente                             ,2699
Atropello a personas                               ,2700
Caída                                              ,2701
Por alcance                                        ,2702
Fronto-lateral                                     ,2703
Otro tipo de accidente                             ,2704
Atropello a personas                               ,2705
Fronto-lateral                                     ,2706
Fronto-lateral                                     ,2707
Salida de la vía por la derecha otro tipo          ,2708
Fronto-lateral                                     ,2709
Lateral                                            ,2710
Por alcance                                        ,2711
Por alcance                                        ,2712
Colisión contra obstáculo o elemento de la vía     ,2713
Salida de la vía por la izquierda con vuelco       ,2714
Salida de la vía por la izquierda con colisión     ,2715
Fronto-lateral                                     ,2716
Atropello a personas                               ,2717
Lateral                                            ,2718
Caída                                              ,2719
Lateral                                            ,2720
Salida de la vía por la derecha con vuelco         ,2721
Múltiple o en caravana                             ,2722
Frontal                                            ,2723
Por alcance                                        ,2724
Salida de la vía por la derecha con vuelco         ,2725
Salida de la vía por la izquierda con colisión     ,2726
Salida de la vía por la derecha otro tipo          ,2727
Caída                                              ,2728
Salida de la vía por la derecha otro tipo          ,2729
"Salida de la vía por la izquierda, otro tipo       ",2730
Lateral                                            ,2731
Salida de la vía por la derecha otro tipo          ,2732
Salida de la vía por la derecha con vuelco         ,2733
Lateral                                            ,2734
Por alcance                                        ,2735
Lateral                                            ,2736
Caída                                              ,2737
Fronto-lateral                                     ,2738
Fronto-lateral                                     ,2739
Vuelco                                             ,2740
Salida de la vía por la derecha con vuelco         ,2741
Salida de la vía por la derecha con despeñamiento  ,2742
Fronto-lateral                                     ,2743
Caída                                              ,2744
Caída                                              ,2745
Salida de la vía por la derecha otro tipo          ,2746
Caída                                              ,2747
Colisión contra obstáculo o elemento de la vía     ,2748
Salida de la vía por la derecha con despeñamiento  ,2749
Por alcance                                        ,2750
Salida de la vía por la izquierda con vuelco       ,2751
Fronto-lateral                                     ,2752
Caída                                              ,2753
Por alcance                                        ,2754
Por alcance                                        ,2755
Por alcance                                        ,2756
Colisión contra obstáculo o elemento de la vía     ,2757
Por alcance                                        ,2758
Salida de la vía por la derecha otro tipo          ,2759
Lateral                                            ,2760
Por alcance                                        ,2761
Por alcance                                        ,2762
Lateral                                            ,2763
Caída                                              ,2764
Lateral                                            ,2765
Lateral                                            ,2766
Por alcance                                        ,2767
Por alcance                                        ,2768
Por alcance                                        ,2769
Atropello a personas                               ,2770
Salida de la vía por la derecha con colisión       ,2771
Atropello a personas                               ,2772
Por alcance                                        ,2773
Múltiple o en caravana                             ,2774
Fronto-lateral                                     ,2775
Fronto-lateral                                     ,2776
Atropello a personas                               ,2777
Salida de la vía por la derecha otro tipo          ,2778
Por alcance                                        ,2779
Lateral                                            ,2780
Fronto-lateral                                     ,2781
Fronto-lateral                                     ,2782
Fronto-lateral                                     ,2783
Por alcance                                        ,2784
Por alcance                                        ,2785
Fronto-lateral                                     ,2786
Lateral                                            ,2787
Múltiple o en caravana                             ,2788
Lateral                                            ,2789
Lateral                                            ,2790
Múltiple o en caravana                             ,2791
Múltiple o en caravana                             ,2792
Múltiple o en caravana                             ,2793
Por alcance                                        ,2794
Por alcance                                        ,2795
Salida de la vía por la derecha con colisión       ,2796
Salida de la vía por la derecha con colisión       ,2797
Por alcance                                        ,2798
Por alcance                                        ,2799
Por alcance                                        ,2800
Múltiple o en caravana                             ,2801
Salida de la vía por la izquierda con colisión     ,2802
Salida de la vía por la derecha con colisión       ,2803
Fronto-lateral                                     ,2804
Por alcance                                        ,2805
Fronto-lateral                                     ,2806
Por alcance                                        ,2807
Por alcance                                        ,2808
Salida de la vía por la izquierda con vuelco       ,2809
Por alcance                                        ,2810
Por alcance                                        ,2811
Frontal                                            ,2812
Por alcance                                        ,2813
Fronto-lateral                                     ,2814
Por alcance                                        ,2815
Atropello a personas                               ,2816
Caída                                              ,2817
Fronto-lateral                                     ,2818
Atropello a personas                               ,2819
Atropello a personas                               ,2820
Fronto-lateral                                     ,2821
Atropello a personas                               ,2822
Fronto-lateral                                     ,2823
Caída                                              ,2824
Fronto-lateral                                     ,2825
Caída                                              ,2826
Fronto-lateral                                     ,2827
Múltiple o en caravana                             ,2828
Fronto-lateral                                     ,2829
Salida de la vía por la derecha con colisión       ,2830
Caída                                              ,2831
Salida de la vía por la derecha con colisión       ,2832
Atropello a personas                               ,2833
Atropello a personas                               ,2834
Fronto-lateral                                     ,2835
Atropello a personas                               ,2836
Fronto-lateral                                     ,2837
Fronto-lateral                                     ,2838
Fronto-lateral                                     ,2839
Por alcance                                        ,2840
Fronto-lateral                                     ,2841
Por alcance                                        ,2842
Lateral                                            ,2843
Salida de la vía por la izquierda con colisión     ,2844
Fronto-lateral                                     ,2845
Fronto-lateral                                     ,2846
Por alcance                                        ,2847
Frontal                                            ,2848
Salida de la vía por la izquierda con vuelco       ,2849
Frontal                                            ,2850
Lateral                                            ,2851
Por alcance                                        ,2852
Caída                                              ,2853
Por alcance                                        ,2854
Caída                                              ,2855
Salida de la vía por la izquierda con colisión     ,2856
Lateral                                            ,2857
Lateral                                            ,2858
Fronto-lateral                                     ,2859
Fronto-lateral                                     ,2860
Frontal                                            ,2861
Lateral                                            ,2862
Fronto-lateral                                     ,2863
Caída                                              ,2864
Múltiple o en caravana                             ,2865
Múltiple o en caravana                             ,2866
Caída                                              ,2867
Por alcance                                        ,2868
Múltiple o en caravana                             ,2869
Caída                                              ,2870
Vuelco                                             ,2871
Lateral                                            ,2872
Salida de la vía por la derecha otro tipo          ,2873
Atropello a animales                               ,2874
Salida de la vía por la derecha otro tipo          ,2875
Múltiple o en caravana                             ,2876
Frontal                                            ,2877
Salida de la vía por la derecha con vuelco         ,2878
Salida de la vía por la derecha con colisión       ,2879
Fronto-lateral                                     ,2880
Atropello a personas                               ,2881
Por alcance                                        ,2882
Fronto-lateral                                     ,2883
Por alcance                                        ,2884
Múltiple o en caravana                             ,2885
Caída                                              ,2886
Salida de la vía por la derecha otro tipo          ,2887
Fronto-lateral                                     ,2888
Salida de la vía por la izquierda con colisión     ,2889
Atropello a personas                               ,2890
Salida de la vía por la derecha con vuelco         ,2891
"Salida de la vía por la izquierda, otro tipo       ",2892
Por alcance                                        ,2893
Por alcance                                        ,2894
Fronto-lateral                                     ,2895
Salida de la vía por la derecha con vuelco         ,2896
Por alcance                                        ,2897
Fronto-lateral                                     ,2898
Por alcance                                        ,2899
Fronto-lateral                                     ,2900
Salida de la vía por la derecha con vuelco         ,2901
Lateral                                            ,2902
Por alcance                                        ,2903
Salida de la vía por la izquierda con vuelco       ,2904
Salida de la vía por la derecha otro tipo          ,2905
Fronto-lateral                                     ,2906
Por alcance                                        ,2907
Salida de la vía por la derecha con vuelco         ,2908
Salida de la vía por la derecha otro tipo          ,2909
Fronto-lateral                                     ,2910
Fronto-lateral                                     ,2911
Atropello a personas                               ,2912
Fronto-lateral                                     ,2913
Fronto-lateral                                     ,2914
Lateral                                            ,2915
Colisión contra obstáculo o elemento de la vía     ,2916
Fronto-lateral                                     ,2917
Salida de la vía por la izquierda con vuelco       ,2918
Lateral                                            ,2919
Atropello a personas                               ,2920
Salida de la vía por la izquierda con despeñamiento,2921
Salida de la vía por la derecha con vuelco         ,2922
"Salida de la vía por la izquierda, otro tipo       ",2923
Salida de la vía por la izquierda con colisión     ,2924
Fronto-lateral                                     ,2925
Fronto-lateral                                     ,2926
Fronto-lateral                                     ,2927
Fronto-lateral                                     ,2928
Fronto-lateral                                     ,2929
Atropello a personas                               ,2930
Fronto-lateral                                     ,2931
Caída                                              ,2932
Fronto-lateral                                     ,2933
Por alcance                                        ,2934
Por alcance                                        ,2935
Fronto-lateral                                     ,2936
"Salida de la vía por la izquierda, otro tipo       ",2937
Salida de la vía por la izquierda con vuelco       ,2938
Salida de la vía por la derecha con vuelco         ,2939
Lateral                                            ,2940
Salida de la vía por la derecha otro tipo          ,2941
Por alcance                                        ,2942
Salida de la vía por la derecha con vuelco         ,2943
Lateral                                            ,2944
Fronto-lateral                                     ,2945
Salida de la vía por la derecha otro tipo          ,2946
Salida de la vía por la izquierda con vuelco       ,2947
Fronto-lateral                                     ,2948
Salida de la vía por la derecha con vuelco         ,2949
Salida de la vía por la izquierda con colisión     ,2950
Por alcance                                        ,2951
Fronto-lateral                                     ,2952
Lateral                                            ,2953
Múltiple o en caravana                             ,2954
Por alcance                                        ,2955
Salida de la vía por la izquierda con despeñamiento,2956
Por alcance                                        ,2957
Lateral                                            ,2958
Atropello a personas                               ,2959
Por alcance                                        ,2960
Por alcance                                        ,2961
Por alcance                                        ,2962
Por alcance                                        ,2963
Salida de la vía por la derecha con vuelco         ,2964
Colisión contra obstáculo o elemento de la vía     ,2965
Otro tipo de accidente                             ,2966
Fronto-lateral                                     ,2967
Salida de la vía por la derecha con colisión       ,2968
Fronto-lateral                                     ,2969
Atropello a personas                               ,2970
Fronto-lateral                                     ,2971
Por alcance                                        ,2972
Atropello a animales                               ,2973
Múltiple o en caravana                             ,2974
Fronto-lateral                                     ,2975
Por alcance                                        ,2976
Atropello a personas                               ,2977
Salida de la vía por la derecha otro tipo          ,2978
Fronto-lateral                                     ,2979
Atropello a personas                               ,2980
Otro tipo de accidente                             ,2981
Por alcance                                        ,2982
Atropello a personas                               ,2983
Atropello a personas                               ,2984
Fronto-lateral                                     ,2985
Atropello a personas                               ,2986
Salida de la vía por la derecha otro tipo          ,2987
Fronto-lateral                                     ,2988
Fronto-lateral                                     ,2989
Frontal                                            ,2990
Salida de la vía por la derecha con colisión       ,2991
Salida de la vía por la derecha con colisión       ,2992
Fronto-lateral                                     ,2993
Por alcance                                        ,2994
Atropello a personas                               ,2995
Atropello a personas                               ,2996
Fronto-lateral                                     ,2997
Salida de la vía por la derecha otro tipo          ,2998
Atropello a personas                               ,2999
Fronto-lateral                                     ,3000
Atropello a personas                               ,3001
Caída                                              ,3002
Atropello a personas                               ,3003
Lateral                                            ,3004
Por alcance                                        ,3005
Salida de la vía por la izquierda con colisión     ,3006
Fronto-lateral                                     ,3007
Salida de la vía por la izquierda con colisión     ,3008
Salida de la vía por la izquierda con colisión     ,3009
Lateral                                            ,3010
Fronto-lateral                                     ,3011
Por alcance                                        ,3012
Por alcance                                        ,3013
Caída                                              ,3014
Vuelco                                             ,3015
Lateral                                            ,3016
Caída                                              ,3017
Atropello a personas                               ,3018
Fronto-lateral                                     ,3019
Fronto-lateral                                     ,3020
Otro tipo de accidente                             ,3021
Múltiple o en caravana                             ,3022
Atropello a personas                               ,3023
Atropello a personas                               ,3024
Fronto-lateral                                     ,3025
Lateral                                            ,3026
Fronto-lateral                                     ,3027
Fronto-lateral                                     ,3028
Por alcance                                        ,3029
Salida de la vía por la derecha con vuelco         ,3030
Salida de la vía por la derecha otro tipo          ,3031
Salida de la vía por la izquierda con colisión     ,3032
Atropello a personas                               ,3033
Caída                                              ,3034
Atropello a personas                               ,3035
Atropello a personas                               ,3036
"Salida de la vía por la izquierda, otro tipo       ",3037
Otro tipo de accidente                             ,3038
Fronto-lateral                                     ,3039
Caída                                              ,3040
Salida de la vía por la derecha con despeñamiento  ,3041
Fronto-lateral                                     ,3042
Lateral                                            ,3043
Salida de la vía por la derecha con colisión       ,3044
Fronto-lateral                                     ,3045
Caída                                              ,3046
Salida de la vía por la derecha con vuelco         ,3047
Atropello a personas                               ,3048
Salida de la vía por la derecha con vuelco         ,3049
Fronto-lateral                                     ,3050
Por alcance                                        ,3051
Fronto-lateral                                     ,3052
Fronto-lateral                                     ,3053
Lateral                                            ,3054
Fronto-lateral                                     ,3055
Fronto-lateral                                     ,3056
Fronto-lateral                                     ,3057
Fronto-lateral                                     ,3058
Atropello a personas                               ,3059
Salida de la vía por la derecha con vuelco         ,3060
Salida de la vía por la derecha con vuelco         ,3061
Frontal                                            ,3062
Frontal                                            ,3063
Por alcance                                        ,3064
Fronto-lateral                                     ,3065
Fronto-lateral                                     ,3066
Por alcance                                        ,3067
Fronto-lateral                                     ,3068
Por alcance                                        ,3069
Caída                                              ,3070
Frontal                                            ,3071
Frontal                                            ,3072
Caída                                              ,3073
Por alcance                                        ,3074
Salida de la vía por la derecha con vuelco         ,3075
Atropello a personas                               ,3076
Salida de la vía por la derecha con vuelco         ,3077
Lateral                                            ,3078
Salida de la vía por la derecha otro tipo          ,3079
Caída                                              ,3080
Salida de la vía por la derecha otro tipo          ,3081
Salida de la vía por la derecha con colisión       ,3082
Caída                                              ,3083
"Salida de la vía por la izquierda, otro tipo       ",3084
Caída                                              ,3085
Colisión contra obstáculo o elemento de la vía     ,3086
Salida de la vía por la derecha con despeñamiento  ,3087
Atropello a personas                               ,3088
Otro tipo de accidente                             ,3089
Por alcance                                        ,3090
Fronto-lateral                                     ,3091
Lateral                                            ,3092
Atropello a personas                               ,3093
Por alcance                                        ,3094
Por alcance                                        ,3095
Salida de la vía por la izquierda con vuelco       ,3096
Salida de la vía por la derecha otro tipo          ,3097
Salida de la vía por la derecha con vuelco         ,3098
Por alcance                                        ,3099
Por alcance                                        ,3100
Salida de la vía por la derecha con vuelco         ,3101
Salida de la vía por la derecha con vuelco         ,3102
Salida de la vía por la izquierda con colisión     ,3103
Lateral                                            ,3104
Lateral                                            ,3105
Atropello a personas                               ,3106
Lateral                                            ,3107
Atropello a personas                               ,3108
Atropello a personas                               ,3109
Salida de la vía por la izquierda con colisión     ,3110
Otro tipo de accidente                             ,3111
Por alcance                                        ,3112
Lateral                                            ,3113
Otro tipo de accidente                             ,3114
Por alcance                                        ,3115
Vuelco                                             ,3116
Atropello a personas                               ,3117
Otro tipo de accidente                             ,3118
Por alcance                                        ,3119
Múltiple o en caravana                             ,3120
Lateral                                            ,3121
Salida de la vía por la izquierda con vuelco       ,3122
Atropello a personas                               ,3123
Salida de la vía por la izquierda con vuelco       ,3124
Por alcance                                        ,3125
Otro tipo de accidente                             ,3126
Otro tipo de accidente                             ,3127
Atropello a personas                               ,3128
Frontal                                            ,3129
Salida de la vía por la derecha otro tipo          ,3130
Caída                                              ,3131
Por alcance                                        ,3132
Vuelco                                             ,3133
Múltiple o en caravana                             ,3134
Salida de la vía por la derecha con vuelco         ,3135
Lateral                                            ,3136
Atropello a personas                               ,3137
Frontal                                            ,3138
Otro tipo de accidente                             ,3139
Atropello a personas                               ,3140
Atropello a personas                               ,3141
Por alcance                                        ,3142
Por alcance                                        ,3143
Otro tipo de accidente                             ,3144
Atropello a personas                               ,3145
Por alcance                                        ,3146
Otro tipo de accidente                             ,3147
Atropello a personas                               ,3148
Por alcance                                        ,3149
Lateral                                            ,3150
Vuelco                                             ,3151
Otro tipo de accidente                             ,3152
Vuelco                                             ,3153
Atropello a personas                               ,3154
Salida de la vía por la derecha con vuelco         ,3155
Lateral                                            ,3156
"Salida de la vía por la izquierda, otro tipo       ",3157
Atropello a personas                               ,3158
Otro tipo de accidente                             ,3159
Otro tipo de accidente                             ,3160
Atropello a personas                               ,3161
Salida de la vía por la derecha otro tipo          ,3162
Otro tipo de accidente                             ,3163
Atropello a personas                               ,3164
Por alcance                                        ,3165
Atropello a personas                               ,3166
Otro tipo de accidente                             ,3167
Por alcance                                        ,3168
Fronto-lateral                                     ,3169
Otro tipo de accidente                             ,3170
Por alcance                                        ,3171
Por alcance                                        ,3172
Por alcance                                        ,3173
Atropello a personas                               ,3174
Atropello a personas                               ,3175
Otro tipo de accidente                             ,3176
Atropello a personas                               ,3177
Por alcance                                        ,3178
Caída                                              ,3179
Atropello a personas                               ,3180
Lateral                                            ,3181
Fronto-lateral                                     ,3182
Lateral                                            ,3183
Lateral                                            ,3184
Por alcance                                        ,3185
Por alcance                                        ,3186
Por alcance                                        ,3187
Lateral                                            ,3188
Atropello a personas                               ,3189
Por alcance                                        ,3190
Fronto-lateral                                     ,3191
Por alcance                                        ,3192
Por alcance                                        ,3193
Por alcance                                        ,3194
Salida de la vía por la izquierda con vuelco       ,3195
Atropello a personas                               ,3196
Atropello a personas                               ,3197
Lateral                                            ,3198
Atropello a personas                               ,3199
Lateral                                            ,3200
Caída                                              ,3201
Otro tipo de accidente                             ,3202
Frontal                                            ,3203
Frontal                                            ,3204
Por alcance                                        ,3205
Caída                                              ,3206
Frontal                                            ,3207
Salida de la vía por la derecha con colisión       ,3208
Atropello a personas                               ,3209
Fronto-lateral                                     ,3210
Frontal                                            ,3211
Atropello a personas                               ,3212
Atropello a personas                               ,3213
Lateral                                            ,3214
Fronto-lateral                                     ,3215
Por alcance                                        ,3216
Atropello a personas                               ,3217
Salida de la vía por la izquierda con colisión     ,3218
Atropello a personas                               ,3219
Fronto-lateral                                     ,3220
Salida de la vía por la izquierda con colisión     ,3221
Salida de la vía por la derecha con vuelco         ,3222
Por alcance                                        ,3223
Salida de la vía por la izquierda con vuelco       ,3224
Salida de la vía por la derecha otro tipo          ,3225
Vuelco                                             ,3226
Salida de la vía por la derecha con vuelco         ,3227
Por alcance                                        ,3228
Por alcance                                        ,3229
Por alcance                                        ,3230
Por alcance                                        ,3231
Por alcance                                        ,3232
Por alcance                                        ,3233
Salida de la vía por la derecha con vuelco         ,3234
Lateral                                            ,3235
Múltiple o en caravana                             ,3236
Por alcance                                        ,3237
Salida de la vía por la izquierda con colisión     ,3238
Múltiple o en caravana                             ,3239
Múltiple o en caravana                             ,3240
Por alcance                                        ,3241
Salida de la vía por la derecha con vuelco         ,3242
Fronto-lateral                                     ,3243
Por alcance                                        ,3244
Salida de la vía por la izquierda con colisión     ,3245
Salida de la vía por la izquierda con colisión     ,3246
Fronto-lateral                                     ,3247
"Salida de la vía por la izquierda, otro tipo       ",3248
Salida de la vía por la izquierda con colisión     ,3249
Por alcance                                        ,3250
Por alcance                                        ,3251
Por alcance                                        ,3252
Por alcance                                        ,3253
Atropello a personas                               ,3254
Fronto-lateral                                     ,3255
Salida de la vía por la derecha con vuelco         ,3256
Por alcance                                        ,3257
Salida de la vía por la izquierda con colisión     ,3258
Múltiple o en caravana                             ,3259
Atropello a personas                               ,3260
Frontal                                            ,3261
Por alcance                                        ,3262
Por alcance                                        ,3263
Fronto-lateral                                     ,3264
Fronto-lateral                                     ,3265
Atropello a personas                               ,3266
Fronto-lateral                                     ,3267
Múltiple o en caravana                             ,3268
Lateral                                            ,3269
Por alcance                                        ,3270
Atropello a personas                               ,3271
Salida de la vía por la izquierda con colisión     ,3272
Caída                                              ,3273
Por alcance                                        ,3274
Atropello a personas                               ,3275
Lateral                                            ,3276
Múltiple o en caravana                             ,3277
Por alcance                                        ,3278
Por alcance                                        ,3279
Atropello a personas                               ,3280
Por alcance                                        ,3281
Otro tipo de accidente                             ,3282
Fronto-lateral                                     ,3283
Lateral                                            ,3284
Por alcance                                        ,3285
Por alcance                                        ,3286
Salida de la vía por la derecha con colisión       ,3287
Salida de la vía por la derecha otro tipo          ,3288
Atropello a personas                               ,3289
Atropello a personas                               ,3290
Fronto-lateral                                     ,3291
Atropello a personas                               ,3292
Atropello a personas                               ,3293
Atropello a personas                               ,3294
Lateral                                            ,3295
Atropello a personas                               ,3296
Salida de la vía por la derecha otro tipo          ,3297
Salida de la vía por la derecha otro tipo          ,3298
Por alcance                                        ,3299
Por alcance                                        ,3300
Lateral                                            ,3301
Atropello a personas                               ,3302
Fronto-lateral                                     ,3303
Atropello a personas                               ,3304
Por alcance                                        ,3305
Por alcance                                        ,3306
Fronto-lateral                                     ,3307
Por alcance                                        ,3308
Atropello a personas                               ,3309
Por alcance                                        ,3310
Lateral                                            ,3311
Por alcance                                        ,3312
Atropello a personas                               ,3313
Salida de la vía por la izquierda con colisión     ,3314
Salida de la vía por la izquierda con colisión     ,3315
Fronto-lateral                                     ,3316
Atropello a personas                               ,3317
Múltiple o en caravana                             ,3318
Caída                                              ,3319
Fronto-lateral                                     ,3320
Salida de la vía por la izquierda con vuelco       ,3321
Salida de la vía por la derecha con colisión       ,3322
Múltiple o en caravana                             ,3323
Caída                                              ,3324
Por alcance                                        ,3325
Lateral                                            ,3326
Múltiple o en caravana                             ,3327
Por alcance                                        ,3328
Múltiple o en caravana                             ,3329
Caída                                              ,3330
"Salida de la vía por la izquierda, otro tipo       ",3331
Por alcance                                        ,3332
Fronto-lateral                                     ,3333
Salida de la vía por la izquierda con colisión     ,3334
Fronto-lateral                                     ,3335
Múltiple o en caravana                             ,3336
Por alcance                                        ,3337
Lateral                                            ,3338
Salida de la vía por la izquierda con colisión     ,3339
Salida de la vía por la izquierda con colisión     ,3340
Caída                                              ,3341
Fronto-lateral                                     ,3342
Por alcance                                        ,3343
Salida de la vía por la derecha otro tipo          ,3344
Múltiple o en caravana                             ,3345
Salida de la vía por la derecha otro tipo          ,3346
Atropello a personas                               ,3347
Fronto-lateral                                     ,3348
Por alcance                                        ,3349
Por alcance                                        ,3350
Por alcance                                        ,3351
Fronto-lateral                                     ,3352
Múltiple o en caravana                             ,3353
Por alcance                                        ,3354
Salida de la vía por la derecha con vuelco         ,3355
Salida de la vía por la derecha con colisión       ,3356
Lateral                                            ,3357
Salida de la vía por la derecha con colisión       ,3358
Salida de la vía por la derecha con colisión       ,3359
Salida de la vía por la derecha otro tipo          ,3360
Por alcance                                        ,3361
Múltiple o en caravana                             ,3362
Salida de la vía por la derecha otro tipo          ,3363
Por alcance                                        ,3364
Por alcance                                        ,3365
Múltiple o en caravana                             ,3366
Fronto-lateral                                     ,3367
Por alcance                                        ,3368
Por alcance                                        ,3369
Por alcance                                        ,3370
Por alcance                                        ,3371
Fronto-lateral                                     ,3372
Múltiple o en caravana                             ,3373
Por alcance                                        ,3374
"Salida de la vía por la izquierda, otro tipo       ",3375
Por alcance                                        ,3376
