TIPO_ACCIDENTE,id
Lateral                                            ,9750
Atropello a personas                               ,9751
Atropello a personas                               ,9752
Otro tipo de accidente                             ,9753
Lateral                                            ,9754
Por alcance                                        ,9755
Fronto-lateral                                     ,9756
Múltiple o en caravana                             ,9757
Múltiple o en caravana                             ,9758
Otro tipo de accidente                             ,9759
Otro tipo de accidente                             ,9760
Atropello a personas                               ,9761
Por alcance                                        ,9762
Atropello a personas                               ,9763
Fronto-lateral                                     ,9764
Por alcance                                        ,9765
Fronto-lateral                                     ,9766
Salida de la vía por la izquierda con colisión     ,9767
Lateral                                            ,9768
Salida de la vía por la derecha con colisión       ,9769
Por alcance                                        ,9770
Fronto-lateral                                     ,9771
Por alcance                                        ,9772
Atropello a personas                               ,9773
Salida de la vía por la derecha otro tipo          ,9774
Por alcance                                        ,9775
Por alcance                                        ,9776
Por alcance                                        ,9777
Fronto-lateral                                     ,9778
Por alcance                                        ,9779
Salida de la vía por la derecha con vuelco         ,9780
Fronto-lateral                                     ,9781
Por alcance                                        ,9782
Frontal                                            ,9783
Frontal                                            ,9784
Por alcance                                        ,9785
Múltiple o en caravana                             ,9786
Salida de la vía por la derecha con colisión       ,9787
Por alcance                                        ,9788
Por alcance                                        ,9789
Salida de la vía por la derecha otro tipo          ,9790
Múltiple o en caravana                             ,9791
Por alcance                                        ,9792
Por alcance                                        ,9793
Fronto-lateral                                     ,9794
Salida de la vía por la derecha con vuelco         ,9795
Salida de la vía por la derecha con colisión       ,9796
Frontal                                            ,9797
Salida de la vía por la derecha con colisión       ,9798
Salida de la vía por la derecha con vuelco         ,9799
Múltiple o en caravana                             ,9800
Fronto-lateral                                     ,9801
Por alcance                                        ,9802
Lateral                                            ,9803
Frontal                                            ,9804
Frontal                                            ,9805
Múltiple o en caravana                             ,9806
Por alcance                                        ,9807
Fronto-lateral                                     ,9808
Salida de la vía por la derecha otro tipo          ,9809
Salida de la vía por la derecha otro tipo          ,9810
Fronto-lateral                                     ,9811
Lateral                                            ,9812
Salida de la vía por la derecha con colisión       ,9813
Lateral                                            ,9814
Lateral                                            ,9815
Salida de la vía por la izquierda con colisión     ,9816
Lateral                                            ,9817
Salida de la vía por la derecha otro tipo          ,9818
Salida de la vía por la derecha con colisión       ,9819
Fronto-lateral                                     ,9820
Caída                                              ,9821
Salida de la vía por la izquierda con colisión     ,9822
Salida de la vía por la derecha con vuelco         ,9823
Salida de la vía por la derecha con despeñamiento  ,9824
Colisión contra obstáculo o elemento de la vía     ,9825
Fronto-lateral                                     ,9826
Lateral                                            ,9827
Fronto-lateral                                     ,9828
Por alcance                                        ,9829
Por alcance                                        ,9830
Por alcance                                        ,9831
Salida de la vía por la izquierda con colisión     ,9832
Fronto-lateral                                     ,9833
Por alcance                                        ,9834
Salida de la vía por la izquierda con vuelco       ,9835
Fronto-lateral                                     ,9836
Fronto-lateral                                     ,9837
Múltiple o en caravana                             ,9838
Salida de la vía por la derecha con despeñamiento  ,9839
Caída                                              ,9840
Fronto-lateral                                     ,9841
Otro tipo de accidente                             ,9842
Frontal                                            ,9843
Por alcance                                        ,9844
Por alcance                                        ,9845
Salida de la vía por la derecha con colisión       ,9846
Salida de la vía por la izquierda con colisión     ,9847
Fronto-lateral                                     ,9848
Fronto-lateral                                     ,9849
Por alcance                                        ,9850
Por alcance                                        ,9851
Por alcance                                        ,9852
Fronto-lateral                                     ,9853
Fronto-lateral                                     ,9854
Atropello a personas                               ,9855
Por alcance                                        ,9856
Fronto-lateral                                     ,9857
Por alcance                                        ,9858
Salida de la vía por la derecha otro tipo          ,9859
Atropello a personas                               ,9860
Fronto-lateral                                     ,9861
Por alcance                                        ,9862
Por alcance                                        ,9863
Fronto-lateral                                     ,9864
Atropello a personas                               ,9865
Por alcance                                        ,9866
Fronto-lateral                                     ,9867
Por alcance                                        ,9868
Por alcance                                        ,9869
Fronto-lateral                                     ,9870
Frontal                                            ,9871
Salida de la vía por la izquierda con colisión     ,9872
Atropello a personas                               ,9873
Salida de la vía por la derecha otro tipo          ,9874
Por alcance                                        ,9875
Fronto-lateral                                     ,9876
Salida de la vía por la derecha otro tipo          ,9877
Atropello a animales                               ,9878
Por alcance                                        ,9879
Por alcance                                        ,9880
Fronto-lateral                                     ,9881
Por alcance                                        ,9882
Lateral                                            ,9883
Fronto-lateral                                     ,9884
Salida de la vía por la izquierda con vuelco       ,9885
Fronto-lateral                                     ,9886
Por alcance                                        ,9887
Por alcance                                        ,9888
Caída                                              ,9889
Por alcance                                        ,9890
Por alcance                                        ,9891
Por alcance                                        ,9892
Salida de la vía por la derecha otro tipo          ,9893
Salida de la vía por la derecha otro tipo          ,9894
Lateral                                            ,9895
Por alcance                                        ,9896
Por alcance                                        ,9897
Lateral                                            ,9898
Por alcance                                        ,9899
Por alcance                                        ,9900
"Salida de la vía por la izquierda, otro tipo       ",9901
"Salida de la vía por la izquierda, otro tipo       ",9902
Fronto-lateral                                     ,9903
Lateral                                            ,9904
Caída                                              ,9905
Fronto-lateral                                     ,9906
Otro tipo de accidente                             ,9907
Salida de la vía por la derecha con colisión       ,9908
Fronto-lateral                                     ,9909
Múltiple o en caravana                             ,9910
Fronto-lateral                                     ,9911
Por alcance                                        ,9912
Salida de la vía por la izquierda con vuelco       ,9913
Salida de la vía por la derecha otro tipo          ,9914
Por alcance                                        ,9915
Salida de la vía por la derecha otro tipo          ,9916
Atropello a personas                               ,9917
Fronto-lateral                                     ,9918
Atropello a personas                               ,9919
Frontal                                            ,9920
Caída                                              ,9921
Fronto-lateral                                     ,9922
Fronto-lateral                                     ,9923
Fronto-lateral                                     ,9924
Fronto-lateral                                     ,9925
Fronto-lateral                                     ,9926
Fronto-lateral                                     ,9927
Fronto-lateral                                     ,9928
Por alcance                                        ,9929
Fronto-lateral                                     ,9930
Atropello a personas                               ,9931
Frontal                                            ,9932
Por alcance                                        ,9933
Por alcance                                        ,9934
Fronto-lateral                                     ,9935
Atropello a personas                               ,9936
Salida de la vía por la derecha otro tipo          ,9937
Por alcance                                        ,9938
Fronto-lateral                                     ,9939
Salida de la vía por la derecha otro tipo          ,9940
Múltiple o en caravana                             ,9941
Fronto-lateral                                     ,9942
Múltiple o en caravana                             ,9943
Frontal                                            ,9944
Salida de la vía por la izquierda con vuelco       ,9945
Por alcance                                        ,9946
Salida de la vía por la derecha otro tipo          ,9947
Colisión contra obstáculo o elemento de la vía     ,9948
Salida de la vía por la derecha con colisión       ,9949
Salida de la vía por la derecha con vuelco         ,9950
Múltiple o en caravana                             ,9951
Múltiple o en caravana                             ,9952
Salida de la vía por la izquierda con vuelco       ,9953
Caída                                              ,9954
Por alcance                                        ,9955
Por alcance                                        ,9956
Por alcance                                        ,9957
Atropello a personas                               ,9958
Caída                                              ,9959
Múltiple o en caravana                             ,9960
Caída                                              ,9961
Fronto-lateral                                     ,9962
Fronto-lateral                                     ,9963
Salida de la vía por la izquierda con colisión     ,9964
Fronto-lateral                                     ,9965
Fronto-lateral                                     ,9966
Por alcance                                        ,9967
Fronto-lateral                                     ,9968
Fronto-lateral                                     ,9969
Atropello a personas                               ,9970
Por alcance                                        ,9971
Fronto-lateral                                     ,9972
Por alcance                                        ,9973
Por alcance                                        ,9974
Fronto-lateral                                     ,9975
Fronto-lateral                                     ,9976
Por alcance                                        ,9977
Atropello a personas                               ,9978
Colisión contra obstáculo o elemento de la vía     ,9979
Lateral                                            ,9980
Caída                                              ,9981
Por alcance                                        ,9982
Atropello a personas                               ,9983
Salida de la vía por la derecha con colisión       ,9984
Por alcance                                        ,9985
Atropello a personas                               ,9986
Lateral                                            ,9987
Por alcance                                        ,9988
Atropello a personas                               ,9989
Fronto-lateral                                     ,9990
Caída                                              ,9991
Atropello a personas                               ,9992
Por alcance                                        ,9993
Fronto-lateral                                     ,9994
Lateral                                            ,9995
Por alcance                                        ,9996
Atropello a personas                               ,9997
Salida de la vía por la derecha otro tipo          ,9998
Fronto-lateral                                     ,9999
Fronto-lateral                                     ,10000
Múltiple o en caravana                             ,10001
Fronto-lateral                                     ,10002
Salida de la vía por la izquierda con colisión     ,10003
Atropello a personas                               ,10004
Caída                                              ,10005
Múltiple o en caravana                             ,10006
Salida de la vía por la derecha otro tipo          ,10007
Atropello a personas                               ,10008
Salida de la vía por la derecha con colisión       ,10009
Por alcance                                        ,10010
Atropello a personas                               ,10011
"Salida de la vía por la izquierda, otro tipo       ",10012
Lateral                                            ,10013
Fronto-lateral                                     ,10014
Otro tipo de accidente                             ,10015
Fronto-lateral                                     ,10016
Por alcance                                        ,10017
Por alcance                                        ,10018
Fronto-lateral                                     ,10019
Lateral                                            ,10020
Caída                                              ,10021
Por alcance                                        ,10022
Lateral                                            ,10023
Por alcance                                        ,10024
Lateral                                            ,10025
Fronto-lateral                                     ,10026
Múltiple o en caravana                             ,10027
Fronto-lateral                                     ,10028
Por alcance                                        ,10029
Fronto-lateral                                     ,10030
Salida de la vía por la derecha otro tipo          ,10031
Fronto-lateral                                     ,10032
Atropello a personas                               ,10033
Caída                                              ,10034
Frontal                                            ,10035
Otro tipo de accidente                             ,10036
Por alcance                                        ,10037
Por alcance                                        ,10038
Por alcance                                        ,10039
Fronto-lateral                                     ,10040
Atropello a personas                               ,10041
Fronto-lateral                                     ,10042
Fronto-lateral                                     ,10043
Lateral                                            ,10044
Fronto-lateral                                     ,10045
Por alcance                                        ,10046
Atropello a personas                               ,10047
Atropello a personas                               ,10048
Atropello a personas                               ,10049
Caída                                              ,10050
Caída                                              ,10051
Atropello a personas                               ,10052
Por alcance                                        ,10053
Fronto-lateral                                     ,10054
Fronto-lateral                                     ,10055
Por alcance                                        ,10056
Fronto-lateral                                     ,10057
Lateral                                            ,10058
Por alcance                                        ,10059
Fronto-lateral                                     ,10060
Por alcance                                        ,10061
Fronto-lateral                                     ,10062
Atropello a personas                               ,10063
Salida de la vía por la izquierda con vuelco       ,10064
Por alcance                                        ,10065
Fronto-lateral                                     ,10066
Por alcance                                        ,10067
Atropello a personas                               ,10068
Atropello a personas                               ,10069
Lateral                                            ,10070
Caída                                              ,10071
Fronto-lateral                                     ,10072
Salida de la vía por la izquierda con colisión     ,10073
Lateral                                            ,10074
Por alcance                                        ,10075
Caída                                              ,10076
Fronto-lateral                                     ,10077
Atropello a personas                               ,10078
Fronto-lateral                                     ,10079
Lateral                                            ,10080
Salida de la vía por la izquierda con colisión     ,10081
Fronto-lateral                                     ,10082
Fronto-lateral                                     ,10083
Caída                                              ,10084
Fronto-lateral                                     ,10085
Fronto-lateral                                     ,10086
Fronto-lateral                                     ,10087
Por alcance                                        ,10088
Fronto-lateral                                     ,10089
Salida de la vía por la derecha con vuelco         ,10090
Caída                                              ,10091
Fronto-lateral                                     ,10092
Atropello a personas                               ,10093
Múltiple o en caravana                             ,10094
Atropello a personas                               ,10095
Por alcance                                        ,10096
Colisión contra obstáculo o elemento de la vía     ,10097
Atropello a personas                               ,10098
Lateral                                            ,10099
Atropello a personas                               ,10100
Atropello a personas                               ,10101
Fronto-lateral                                     ,10102
Fronto-lateral                                     ,10103
Múltiple o en caravana                             ,10104
Fronto-lateral                                     ,10105
Salida de la vía por la derecha con colisión       ,10106
Atropello a personas                               ,10107
Por alcance                                        ,10108
Fronto-lateral                                     ,10109
Caída                                              ,10110
Por alcance                                        ,10111
Salida de la vía por la izquierda con colisión     ,10112
Fronto-lateral                                     ,10113
Atropello a personas                               ,10114
Por alcance                                        ,10115
Por alcance                                        ,10116
Lateral                                            ,10117
Fronto-lateral                                     ,10118
Por alcance                                        ,10119
Salida de la vía por la izquierda con colisión     ,10120
Por alcance                                        ,10121
Fronto-lateral                                     ,10122
Caída                                              ,10123
Fronto-lateral                                     ,10124
Fronto-lateral                                     ,10125
Atropello a personas                               ,10126
Fronto-lateral                                     ,10127
Salida de la vía por la izquierda con colisión     ,10128
Salida de la vía por la derecha con colisión       ,10129
Por alcance                                        ,10130
Fronto-lateral                                     ,10131
Por alcance                                        ,10132
Fronto-lateral                                     ,10133
Caída                                              ,10134
Lateral                                            ,10135
Por alcance                                        ,10136
Atropello a personas                               ,10137
Fronto-lateral                                     ,10138
"Salida de la vía por la izquierda, otro tipo       ",10139
Lateral                                            ,10140
Fronto-lateral                                     ,10141
Atropello a personas                               ,10142
Fronto-lateral                                     ,10143
Múltiple o en caravana                             ,10144
Fronto-lateral                                     ,10145
Fronto-lateral                                     ,10146
Por alcance                                        ,10147
Por alcance                                        ,10148
Fronto-lateral                                     ,10149
Atropello a personas                               ,10150
Salida de la vía por la izquierda con colisión     ,10151
Salida de la vía por la derecha con colisión       ,10152
Atropello a personas                               ,10153
Atropello a personas                               ,10154
Atropello a personas                               ,10155
Lateral                                            ,10156
Salida de la vía por la derecha otro tipo          ,10157
Atropello a personas                               ,10158
Fronto-lateral                                     ,10159
Caída                                              ,10160
Caída                                              ,10161
Por alcance                                        ,10162
Colisión contra obstáculo o elemento de la vía     ,10163
Caída                                              ,10164
Caída                                              ,10165
Lateral                                            ,10166
Caída                                              ,10167
Fronto-lateral                                     ,10168
Por alcance                                        ,10169
Salida de la vía por la derecha con colisión       ,10170
Salida de la vía por la derecha con vuelco         ,10171
Salida de la vía por la derecha otro tipo          ,10172
Por alcance                                        ,10173
Por alcance                                        ,10174
Por alcance                                        ,10175
Lateral                                            ,10176
Caída                                              ,10177
Salida de la vía por la derecha con colisión       ,10178
Fronto-lateral                                     ,10179
Fronto-lateral                                     ,10180
Fronto-lateral                                     ,10181
Salida de la vía por la izquierda con colisión     ,10182
Por alcance                                        ,10183
Atropello a personas                               ,10184
Colisión contra obstáculo o elemento de la vía     ,10185
Fronto-lateral                                     ,10186
Lateral                                            ,10187
Por alcance                                        ,10188
Caída                                              ,10189
Lateral                                            ,10190
Salida de la vía por la derecha con colisión       ,10191
Por alcance                                        ,10192
Fronto-lateral                                     ,10193
Salida de la vía por la izquierda con colisión     ,10194
Múltiple o en caravana                             ,10195
Por alcance                                        ,10196
Fronto-lateral                                     ,10197
Caída                                              ,10198
Atropello a personas                               ,10199
Caída                                              ,10200
Caída                                              ,10201
Por alcance                                        ,10202
Atropello a personas                               ,10203
Lateral                                            ,10204
Atropello a personas                               ,10205
Otro tipo de accidente                             ,10206
Por alcance                                        ,10207
Por alcance                                        ,10208
Fronto-lateral                                     ,10209
Salida de la vía por la derecha con vuelco         ,10210
Caída                                              ,10211
Caída                                              ,10212
Fronto-lateral                                     ,10213
Otro tipo de accidente                             ,10214
Múltiple o en caravana                             ,10215
Lateral                                            ,10216
Lateral                                            ,10217
Por alcance                                        ,10218
Salida de la vía por la derecha con colisión       ,10219
Salida de la vía por la izquierda con colisión     ,10220
Múltiple o en caravana                             ,10221
Fronto-lateral                                     ,10222
Lateral                                            ,10223
Atropello a personas                               ,10224
Por alcance                                        ,10225
Caída                                              ,10226
Atropello a personas                               ,10227
Salida de la vía por la derecha con colisión       ,10228
Fronto-lateral                                     ,10229
Por alcance                                        ,10230
Otro tipo de accidente                             ,10231
Caída                                              ,10232
Lateral                                            ,10233
Fronto-lateral                                     ,10234
Atropello a personas                               ,10235
Por alcance                                        ,10236
Por alcance                                        ,10237
Frontal                                            ,10238
Por alcance                                        ,10239
Múltiple o en caravana                             ,10240
Otro tipo de accidente                             ,10241
Fronto-lateral                                     ,10242
Caída                                              ,10243
Caída                                              ,10244
Por alcance                                        ,10245
Caída                                              ,10246
Por alcance                                        ,10247
Por alcance                                        ,10248
Atropello a personas                               ,10249
Lateral                                            ,10250
Por alcance                                        ,10251
Por alcance                                        ,10252
Fronto-lateral                                     ,10253
Por alcance                                        ,10254
Fronto-lateral                                     ,10255
Caída                                              ,10256
Por alcance                                        ,10257
Atropello a personas                               ,10258
Por alcance                                        ,10259
Atropello a personas                               ,10260
Frontal                                            ,10261
Lateral                                            ,10262
Fronto-lateral                                     ,10263
Fronto-lateral                                     ,10264
Por alcance                                        ,10265
Otro tipo de accidente                             ,10266
Fronto-lateral                                     ,10267
Fronto-lateral                                     ,10268
Caída                                              ,10269
Caída                                              ,10270
Fronto-lateral                                     ,10271
Caída                                              ,10272
Salida de la vía por la derecha con colisión       ,10273
Salida de la vía por la derecha otro tipo          ,10274
Lateral                                            ,10275
Por alcance                                        ,10276
Por alcance                                        ,10277
Por alcance                                        ,10278
Caída                                              ,10279
Atropello a personas                               ,10280
Fronto-lateral                                     ,10281
Fronto-lateral                                     ,10282
Múltiple o en caravana                             ,10283
Salida de la vía por la izquierda con colisión     ,10284
Colisión contra obstáculo o elemento de la vía     ,10285
Salida de la vía por la derecha otro tipo          ,10286
Fronto-lateral                                     ,10287
Fronto-lateral                                     ,10288
Por alcance                                        ,10289
Salida de la vía por la derecha con colisión       ,10290
Fronto-lateral                                     ,10291
Salida de la vía por la derecha otro tipo          ,10292
Por alcance                                        ,10293
Fronto-lateral                                     ,10294
Caída                                              ,10295
Fronto-lateral                                     ,10296
Atropello a personas                               ,10297
Salida de la vía por la izquierda con colisión     ,10298
Lateral                                            ,10299
Por alcance                                        ,10300
Fronto-lateral                                     ,10301
Por alcance                                        ,10302
Por alcance                                        ,10303
Por alcance                                        ,10304
Caída                                              ,10305
Fronto-lateral                                     ,10306
Caída                                              ,10307
Salida de la vía por la derecha otro tipo          ,10308
Atropello a personas                               ,10309
Fronto-lateral                                     ,10310
Atropello a personas                               ,10311
Atropello a personas                               ,10312
Fronto-lateral                                     ,10313
Fronto-lateral                                     ,10314
Fronto-lateral                                     ,10315
Frontal                                            ,10316
Frontal                                            ,10317
Frontal                                            ,10318
Salida de la vía por la derecha con colisión       ,10319
Colisión contra obstáculo o elemento de la vía     ,10320
Fronto-lateral                                     ,10321
Lateral                                            ,10322
Atropello a personas                               ,10323
Caída                                              ,10324
Atropello a personas                               ,10325
Fronto-lateral                                     ,10326
Otro tipo de accidente                             ,10327
Lateral                                            ,10328
Frontal                                            ,10329
Atropello a personas                               ,10330
Caída                                              ,10331
Por alcance                                        ,10332
Fronto-lateral                                     ,10333
Atropello a personas                               ,10334
Salida de la vía por la izquierda con colisión     ,10335
Por alcance                                        ,10336
Por alcance                                        ,10337
Atropello a personas                               ,10338
Salida de la vía por la izquierda con colisión     ,10339
Por alcance                                        ,10340
Caída                                              ,10341
Frontal                                            ,10342
Salida de la vía por la derecha con colisión       ,10343
Por alcance                                        ,10344
Fronto-lateral                                     ,10345
Salida de la vía por la izquierda con colisión     ,10346
Fronto-lateral                                     ,10347
Fronto-lateral                                     ,10348
Lateral                                            ,10349
Salida de la vía por la derecha con colisión       ,10350
Otro tipo de accidente                             ,10351
Fronto-lateral                                     ,10352
Fronto-lateral                                     ,10353
Atropello a personas                               ,10354
Atropello a personas                               ,10355
Por alcance                                        ,10356
Caída                                              ,10357
Fronto-lateral                                     ,10358
Fronto-lateral                                     ,10359
Otro tipo de accidente                             ,10360
"Salida de la vía por la izquierda, otro tipo       ",10361
Atropello a personas                               ,10362
Atropello a personas                               ,10363
Fronto-lateral                                     ,10364
Salida de la vía por la izquierda con colisión     ,10365
Por alcance                                        ,10366
Caída                                              ,10367
Por alcance                                        ,10368
Salida de la vía por la izquierda con colisión     ,10369
Por alcance                                        ,10370
Atropello a personas                               ,10371
Salida de la vía por la derecha otro tipo          ,10372
Fronto-lateral                                     ,10373
Fronto-lateral                                     ,10374
Lateral                                            ,10375
Fronto-lateral                                     ,10376
Por alcance                                        ,10377
Salida de la vía por la derecha con colisión       ,10378
Por alcance                                        ,10379
Fronto-lateral                                     ,10380
Lateral                                            ,10381
Atropello a personas                               ,10382
Frontal                                            ,10383
Caída                                              ,10384
Por alcance                                        ,10385
Por alcance                                        ,10386
Lateral                                            ,10387
Atropello a personas                               ,10388
Fronto-lateral                                     ,10389
Salida de la vía por la izquierda con vuelco       ,10390
Fronto-lateral                                     ,10391
Atropello a personas                               ,10392
Por alcance                                        ,10393
Fronto-lateral                                     ,10394
Salida de la vía por la izquierda con colisión     ,10395
Atropello a personas                               ,10396
Fronto-lateral                                     ,10397
Atropello a personas                               ,10398
Atropello a personas                               ,10399
Salida de la vía por la izquierda con colisión     ,10400
Por alcance                                        ,10401
Salida de la vía por la izquierda con colisión     ,10402
Atropello a personas                               ,10403
Por alcance                                        ,10404
Salida de la vía por la izquierda con colisión     ,10405
Salida de la vía por la derecha con colisión       ,10406
Salida de la vía por la derecha con colisión       ,10407
Por alcance                                        ,10408
Atropello a personas                               ,10409
Lateral                                            ,10410
Fronto-lateral                                     ,10411
Atropello a personas                               ,10412
Fronto-lateral                                     ,10413
Fronto-lateral                                     ,10414
Atropello a personas                               ,10415
Por alcance                                        ,10416
Lateral                                            ,10417
Fronto-lateral                                     ,10418
Por alcance                                        ,10419
Por alcance                                        ,10420
Lateral                                            ,10421
Por alcance                                        ,10422
Fronto-lateral                                     ,10423
Fronto-lateral                                     ,10424
Atropello a personas                               ,10425
Por alcance                                        ,10426
Salida de la vía por la izquierda con colisión     ,10427
Atropello a personas                               ,10428
Lateral                                            ,10429
Por alcance                                        ,10430
Atropello a personas                               ,10431
Por alcance                                        ,10432
Por alcance                                        ,10433
Salida de la vía por la izquierda con colisión     ,10434
Fronto-lateral                                     ,10435
Caída                                              ,10436
Por alcance                                        ,10437
"Salida de la vía por la izquierda, otro tipo       ",10438
Fronto-lateral                                     ,10439
Por alcance                                        ,10440
Atropello a personas                               ,10441
Lateral                                            ,10442
Por alcance                                        ,10443
Por alcance                                        ,10444
Atropello a personas                               ,10445
Fronto-lateral                                     ,10446
Fronto-lateral                                     ,10447
Fronto-lateral                                     ,10448
Salida de la vía por la derecha otro tipo          ,10449
Fronto-lateral                                     ,10450
Múltiple o en caravana                             ,10451
Por alcance                                        ,10452
Caída                                              ,10453
Atropello a personas                               ,10454
Fronto-lateral                                     ,10455
Atropello a personas                               ,10456
Salida de la vía por la izquierda con colisión     ,10457
Por alcance                                        ,10458
Caída                                              ,10459
Fronto-lateral                                     ,10460
Salida de la vía por la izquierda con colisión     ,10461
Atropello a personas                               ,10462
Lateral                                            ,10463
Por alcance                                        ,10464
Salida de la vía por la derecha otro tipo          ,10465
Fronto-lateral                                     ,10466
Atropello a personas                               ,10467
Atropello a personas                               ,10468
Por alcance                                        ,10469
Fronto-lateral                                     ,10470
Lateral                                            ,10471
Frontal                                            ,10472
Fronto-lateral                                     ,10473
Salida de la vía por la izquierda con colisión     ,10474
Por alcance                                        ,10475
Atropello a personas                               ,10476
Por alcance                                        ,10477
Fronto-lateral                                     ,10478
Lateral                                            ,10479
Fronto-lateral                                     ,10480
Múltiple o en caravana                             ,10481
Fronto-lateral                                     ,10482
Fronto-lateral                                     ,10483
Fronto-lateral                                     ,10484
Fronto-lateral                                     ,10485
Atropello a personas                               ,10486
Caída                                              ,10487
Fronto-lateral                                     ,10488
Atropello a personas                               ,10489
Por alcance                                        ,10490
Lateral                                            ,10491
Fronto-lateral                                     ,10492
"Salida de la vía por la izquierda, otro tipo       ",10493
Fronto-lateral                                     ,10494
Múltiple o en caravana                             ,10495
Por alcance                                        ,10496
Caída                                              ,10497
Por alcance                                        ,10498
Por alcance                                        ,10499
Por alcance                                        ,10500
Múltiple o en caravana                             ,10501
Por alcance                                        ,10502
Lateral                                            ,10503
Fronto-lateral                                     ,10504
Fronto-lateral                                     ,10505
Por alcance                                        ,10506
Fronto-lateral                                     ,10507
Por alcance                                        ,10508
Lateral                                            ,10509
Fronto-lateral                                     ,10510
Salida de la vía por la derecha con colisión       ,10511
Por alcance                                        ,10512
Salida de la vía por la derecha con colisión       ,10513
Por alcance                                        ,10514
Por alcance                                        ,10515
Atropello a personas                               ,10516
Atropello a personas                               ,10517
Lateral                                            ,10518
Fronto-lateral                                     ,10519
Fronto-lateral                                     ,10520
Salida de la vía por la izquierda con colisión     ,10521
Fronto-lateral                                     ,10522
Caída                                              ,10523
Salida de la vía por la izquierda con colisión     ,10524
