KM,TOTAL_HL24H,TOTAL_HG24H,TOTAL_MU24H,id,COD_MUNICIPIO,TRAZADO_PLANTA,ZONA,TIPO_ACCIDENTE,CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,PRIORI_AGENTE,PRIORI_CIRCUNSTANCIAL,PRIORI_HORIZ_CEDA,PRIORI_HORIZ_STOP,PRIORI_SEMAFORO,PRIORI_VERT_CEDA,PRIORI_VERT_STOP,ANYO,MES,DIA,HORA,FRANJA_HORARIA,TIPO_DIA
,1,0,0,2424,03099,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2016,7,MIÉRCOLES,19,Noche,Dias laborables
,1,0,0,2425,03099,No aplica,Calle,Colisión contra obstáculo o elemento de la vía     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,MIÉRCOLES,10,Mañana,Dias laborables
0.2,1,0,0,2426,03099,Curva señalizada,Carretera,Frontal                                            ,,CV-9220,Carretera Convencional de calzada única,Municipal,Ascendente,Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel verde,,No,No,No,No,No,No,Sí,2016,8,MARTES,20,Noche,Dias laborables
,1,0,0,2427,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,Sí,No,2016,7,SÁBADO,9,Mañana,Fines de semana
,1,0,0,2428,03099,No aplica,Calle,Salida de la vía por la izquierda con colisión     ,,No inventariada,Vía de servicio,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,7,DOMINGO,13,Tarde,Fines de semana
552.4,8,0,0,2429,03099,Curva sin señalizar,Carretera,Múltiple o en caravana                             ,,A-7,Autovía,Estatal,Ascendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,LUNES,1,Madrugada,Dias laborables
,4,0,0,2430,03099,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,VIERNES,14,Tarde,Dias laborables
,1,0,0,2431,03099,No aplica,Calle,Frontal                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,No,Sí,2016,8,MARTES,11,Mañana,Dias laborables
,3,0,0,2432,03099,No aplica,Calle,Salida de la vía por la derecha con colisión       ,,No inventariada,Calle,Municipal,Se desconoce,Otra,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2016,8,JUEVES,13,Tarde,Dias laborables
1.2,1,1,0,2433,03099,Curva sin señalizar,Carretera,Atropello a personas                               ,,CV-916,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,SÁBADO,10,Mañana,Fines de semana
0.75,1,0,0,2434,03099,Recta,Carretera,Salida de la vía por la derecha otro tipo          ,,CV-925,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,JUEVES,12,Tarde,Dias laborables
,1,0,0,2435,03099,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,VIERNES,11,Mañana,Dias laborables
4.6,1,0,0,2436,03099,Recta,Carretera,Colisión contra obstáculo o elemento de la vía     ,,CV-915,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,JUEVES,20,Noche,Dias laborables
,0,1,0,2437,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Vía de servicio,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,8,MARTES,15,Tarde,Dias laborables
9.8,1,0,0,2438,03099,Curva señalizada,Carretera,Salida de la vía por la derecha otro tipo          ,,CV-952,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,JUEVES,23,Noche,Dias laborables
47.1,1,0,0,2439,03099,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,VIERNES,7,Mañana,Dias laborables
686.2,1,0,0,2440,03099,Recta,Carretera,Por alcance                                        ,,N-340,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,SÁBADO,12,Tarde,Fines de semana
,0,1,0,2441,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,JUEVES,20,Noche,Dias laborables
6.5,1,0,0,2442,03099,Curva sin señalizar,Carretera,Fronto-lateral                                     ,,CRTAPICHÓN,Camino vecinal,Municipal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,Sí,No,No,No,2016,9,DOMINGO,14,Tarde,Fines de semana
1.9,2,0,0,2443,03099,Recta,Carretera,Frontal                                            ,,No inventariada,Camino vecinal,"Provincial, Cabildo/Consell",Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2016,9,LUNES,15,Tarde,Dias laborables
,1,0,0,2444,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,No,No,No,No,No,No,No,2016,9,MIÉRCOLES,17,Tarde,Dias laborables
,0,1,0,2445,03099,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,9,JUEVES,20,Noche,Dias laborables
,1,0,0,2446,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,No,No,2016,9,MIÉRCOLES,18,Noche,Dias laborables
689.0,1,0,0,2447,03099,Recta,Carretera,Fronto-lateral                                     ,,N-340,Carretera Convencional de calzada única,Estatal,Ambos,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2016,10,MIÉRCOLES,6,Mañana,Dias laborables
1.3,1,0,0,2448,03099,Recta,Carretera,Vuelco                                             ,,CV-900,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,VIERNES,22,Noche,Dias laborables
4.0,1,0,0,2449,03099,Curva señalizada,Carretera,Salida de la vía por la derecha con colisión       ,,CV-923,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,VIERNES,17,Tarde,Dias laborables
,1,0,0,2450,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,Sí,No,2016,10,LUNES,14,Tarde,Dias laborables
50.0,1,0,0,2451,03099,Curva señalizada,Carretera,Caída                                              ,N-332,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,No,No,No,No,No,No,No,2016,10,SÁBADO,20,Noche,Fines de semana
47.0,1,0,0,2452,03099,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,MARTES,11,Mañana,Dias laborables
6.0,2,0,0,2453,03099,Recta,Carretera,Fronto-lateral                                     ,,CV-91,Carretera Convencional de calzada única,Autonómica,Descendente,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,No,No,No,No,No,No,Sí,2016,10,JUEVES,11,Mañana,Dias laborables
,1,0,0,2454,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,JUEVES,9,Mañana,Dias laborables
,1,0,0,2455,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,Sí,No,No,No,No,2016,10,DOMINGO,10,Mañana,Fines de semana
1.2,1,0,0,2456,03099,Curva señalizada,Carretera,Salida de la vía por la derecha con colisión       ,,CV-870,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,VIERNES,12,Tarde,Dias laborables
,1,0,0,2457,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,No,Sí,2016,10,MARTES,10,Mañana,Dias laborables
,1,0,0,2458,03099,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,Sin luz natural y con iluminación artificial encen,Lluvia débil,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,JUEVES,21,Noche,Dias laborables
0.5,1,0,0,2459,03099,Recta,Carretera,Fronto-lateral                                     ,C. ENMEDIO,No inventariada,Vía de servicio,Municipal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,No,Sí,2016,10,MARTES,16,Tarde,Dias laborables
0.2,2,0,0,2460,03099,Recta,Carretera,Por alcance                                        ,A-7,CV-870,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,10,VIERNES,7,Mañana,Dias laborables
540.5,1,0,0,2461,03099,Recta,Carretera,Por alcance                                        ,,A-7,Autovía,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,DOMINGO,12,Tarde,Fines de semana
688.3,1,0,0,2462,03099,Recta,Carretera,Por alcance                                        ,CV-930,N-340,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2016,11,JUEVES,20,Noche,Dias laborables
2.0,1,0,0,2463,03099,Recta,Carretera,"Salida de la vía por la izquierda, otro tipo       ",,No inventariada,Camino vecinal,Municipal,Descendente,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,LUNES,0,Madrugada,Dias laborables
2.0,1,0,0,2464,03099,Recta,Carretera,Lateral                                            ,,No inventariada,Camino vecinal,Municipal,Descendente,Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,10,LUNES,12,Tarde,Dias laborables
552.5,0,2,0,2465,03099,Recta,Carretera,Por alcance                                        ,,A-7,Autovía,Estatal,Ascendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,11,DOMINGO,21,Noche,Fines de semana
,1,0,0,2466,03099,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,Viento fuerte,No,No,Sí,No,No,Sí,No,2016,11,MARTES,11,Mañana,Dias laborables
,2,0,0,2467,03099,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,11,JUEVES,17,Tarde,Dias laborables
3.9,2,0,0,2468,03099,Recta,Carretera,Lateral                                            ,,CV-930,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,11,SÁBADO,19,Noche,Fines de semana
1.3,1,0,0,2469,03099,Recta,Carretera,Salida de la vía por la derecha con colisión       ,,CV-950,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,11,SÁBADO,13,Tarde,Fines de semana
52.7,1,0,0,2470,03099,Recta,Carretera,Salida de la vía por la derecha con colisión       ,,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,11,DOMINGO,20,Noche,Fines de semana
3.0,4,0,0,2471,03099,Recta,Carretera,Por alcance                                        ,,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,11,JUEVES,19,Noche,Dias laborables
,1,0,0,2472,03099,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2016,11,JUEVES,12,Tarde,Dias laborables
