ID_ACCIDENTE,KM,TOTAL_HG24H,TOTAL_HL24H,TOTAL_MU24H
3394,,0,1,0
3395,,0,1,0
3396,,0,2,0
3397,,0,1,0
3398,,0,1,0
3399,,0,1,0
3400,1.4,0,2,0
3401,4.3,0,1,0
3402,0.7,0,2,0
3403,,0,1,0
3404,,0,2,0
3405,,0,1,0
3406,27.0,0,1,0
3407,517.2,0,4,0
3408,,0,2,0
3409,,0,1,0
3410,,0,1,0
3411,17.0,0,1,0
3412,,0,2,0
3413,,0,2,0
3414,4.3,0,1,0
3415,522.9,0,1,0
3416,95.3,0,2,0
3417,,0,1,0
3418,,0,2,0
3419,,0,1,0
3420,,0,1,0
3421,,0,1,0
3422,,1,0,0
3423,,0,1,0
3424,,0,1,0
3425,,0,2,0
3426,,0,1,0
3427,,0,1,0
3428,,0,1,0
3429,,0,1,0
3430,0.5,0,1,0
3431,,0,1,0
3432,,0,1,0
3433,716.0,0,3,0
3434,,0,1,0
3435,,0,1,0
3436,,0,3,0
3437,,0,1,0
3438,2.2,0,1,0
3439,,0,1,0
3440,6.0,0,1,0
3441,726.2,0,1,0
3442,,0,1,0
3443,,0,1,0
3444,,0,1,0
3445,,0,2,0
3446,9.7,1,1,0
3447,0.0,0,1,0
3448,,0,2,0
3449,,0,1,0
3450,,0,1,0
3451,516.8,3,2,0
3452,93.8,0,3,0
3453,1.5,0,1,0
3454,,0,2,0
3455,14.3,0,1,0
3456,,0,1,0
3457,3.0,0,2,0
3458,,0,1,0
3459,521.9,0,1,0
3460,,0,1,0
3461,,0,1,0
3462,,0,1,0
3463,,0,1,0
3464,,0,1,0
3465,,0,1,0
3466,,0,1,0
3467,1.1,0,1,0
3468,,0,2,0
3469,,0,2,0
3470,1.5,0,1,0
3471,,0,2,0
3472,,0,1,0
3473,,0,2,0
3474,,0,1,0
3475,,0,1,0
3476,,1,0,0
3477,,0,2,0
3478,,0,1,0
3479,207.7,0,2,0
3480,,0,1,0
3481,,0,2,0
3482,,0,1,0
3483,,0,1,0
3484,,0,1,0
3485,,0,1,0
3486,,0,2,0
3487,,0,1,0
3488,,0,1,0
3489,,1,0,0
3490,,0,2,0
3491,,0,1,0
3492,,0,1,0
3493,,0,1,0
3494,,0,2,0
3495,,0,1,0
3496,,0,1,0
3497,,0,1,0
3498,0.6,1,2,0
3499,,0,1,0
3500,,0,1,0
3501,200.8,0,1,0
3502,,0,2,0
3503,,0,1,0
3504,,0,1,0
3505,0.92,1,0,0
3506,,0,1,0
3507,,0,1,0
3508,,0,1,0
3509,,0,2,0
3510,,0,1,0
3511,,0,1,0
3512,,0,1,0
3513,,0,1,0
3514,,0,1,0
3515,,0,1,0
3516,,0,1,0
3517,,0,1,0
3518,,0,3,0
3519,,0,1,0
3520,,1,0,0
3521,,0,1,0
3522,207.4,0,1,0
3523,,1,0,0
3524,,0,1,0
3525,,1,0,0
3526,,0,1,0
3527,,1,0,0
3528,,0,1,0
3529,,0,1,0
3530,,0,1,0
3531,,0,1,0
3532,,1,1,0
3533,,0,1,0
3534,,0,1,0
3535,,0,2,0
3536,,0,5,0
3537,,0,2,0
3538,,0,1,0
3539,,0,1,0
3540,206.3,0,1,0
3541,,0,1,0
3542,,0,2,0
3543,,0,1,0
3544,,0,1,0
3545,,1,0,0
3546,,0,1,0
3547,,0,1,0
3548,,0,1,0
3549,,0,1,0
3550,,0,1,0
3551,,0,1,0
3552,,0,1,0
3553,,0,1,0
3554,,0,1,0
3555,,0,2,0
3556,,0,1,0
3557,3.0,0,1,0
3558,144.2,0,2,0
3559,5.0,0,1,0
3560,3.2,0,1,0
3561,1.7,0,1,0
3562,,0,1,0
3563,,0,1,0
3564,5.95,0,2,0
3565,,0,1,0
3566,,0,1,0
3567,,0,1,0
3568,4.95,0,1,0
3569,,0,2,0
3570,,0,1,0
3571,,0,1,0
3572,,0,1,0
3573,144.2,0,1,0
3574,,0,1,0
3575,,0,2,0
3576,143.5,0,1,0
3577,13.3,1,0,0
3578,144.2,0,4,0
3579,144.2,0,3,0
3580,1.0,0,1,0
3581,2.0,0,1,0
3582,618.1,0,1,0
3583,190.9,1,0,0
3584,190.1,0,5,0
3585,186.1,0,1,0
3586,0.5,0,3,0
3587,538.8,0,1,0
3588,542.8,0,1,0
3589,12.0,0,1,0
3590,,0,1,0
3591,70.2,0,1,0
3592,,0,2,0
3593,,0,1,0
3594,69.5,0,1,0
3595,,0,1,0
3596,66.8,0,1,0
3597,,0,1,0
3598,,0,1,0
3599,69.55,0,1,0
3600,4.5,0,1,0
3601,,0,1,0
3602,,0,1,0
3603,,0,1,0
3604,,0,1,0
3605,,0,1,0
3606,,1,0,0
3607,5.1,0,4,0
3608,73.4,0,1,0
3609,70.65,0,3,0
3610,6.5,0,1,0
3611,,0,1,0
3612,67.8,0,1,0
3613,71.0,1,0,0
3614,,0,1,0
3615,21.2,0,1,0
3616,72.8,0,1,0
3617,,0,2,0
3618,,0,1,0
3619,67.8,0,0,1
3620,1.3,1,1,0
3621,75.0,0,1,0
3622,,0,1,0
3623,,0,2,0
3624,,0,1,0
3625,69.8,0,1,0
3626,67.2,0,1,0
3627,74.5,0,4,0
3628,72.8,0,1,0
3629,2.6,0,3,0
3630,5.3,0,1,0
3631,5.3,0,1,0
3632,5.0,0,1,0
3633,9.8,1,1,0
3634,17.4,0,2,0
3635,16.6,0,1,0
3636,0.0,0,1,0
3637,,0,2,0
3638,,0,2,0
3639,6.1,0,1,0
3640,8.95,0,1,0
3641,2.26,0,0,1
3642,456.3,0,1,0
3643,459.4,0,1,0
3644,461.35,0,4,0
3645,3.4,0,1,0
3646,464.3,0,1,0
3647,,0,1,0
3648,12.2,1,1,0
3649,11.5,0,1,0
3650,13.0,0,1,0
3651,1.8,0,1,0
3652,10.25,0,2,0
3653,12.2,0,1,0
3654,1.2,0,1,0
3655,10.5,0,1,0
3656,,1,0,0
3657,3.9,0,2,0
3658,1.7,0,1,0
3659,,0,1,0
3660,,0,1,0
3661,7.1,0,2,0
3662,,0,0,1
3663,,0,1,0
3664,,0,1,0
3665,,0,1,0
3666,,0,1,0
3667,,0,1,0
3668,,0,1,0
3669,,0,1,0
3670,,0,1,0
3671,,0,1,0
3672,9.5,0,1,0
3673,5.4,1,1,0
3674,3.8,0,1,0
3675,2.5,1,0,0
3676,10.7,0,1,0
3677,,0,1,0
3678,11.4,0,1,0
3679,,0,1,0
3680,,0,1,0
3681,,0,1,0
3682,9.9,0,1,0
3683,5.3,0,1,0
3684,0.5,0,2,0
3685,9.9,0,2,0
3686,2.95,4,0,0
3687,20.8,1,0,0
3688,13.3,1,0,0
3689,5.0,0,1,0
3690,14.0,0,2,0
3691,9.6,0,2,0
3692,12.5,0,1,0
3693,14.2,1,2,0
3694,6.4,0,1,0
3695,4.5,0,1,0
3696,,0,1,0
3697,,0,1,0
3698,23.3,0,1,0
3699,15.3,0,1,0
3700,25.0,0,1,0
3701,13.9,0,2,0
3702,22.7,0,1,0
3703,22.5,0,2,0
3704,,0,1,0
3705,,0,1,0
3706,11.9,0,0,2
3707,8.8,0,1,0
3708,,0,2,0
3709,,0,1,0
3710,20.4,0,1,0
3711,3.5,0,2,0
3712,5.5,0,1,0
3713,4.8,1,0,0
3714,225.9,1,0,0
3715,216.4,0,1,0
3716,216.6,0,1,0
3717,216.7,0,1,0
3718,9.7,0,1,0
3719,3.8,0,1,0
3720,220.5,0,1,0
3721,226.4,0,1,0
3722,221.9,0,2,0
3723,506.8,0,1,0
3724,220.6,0,3,0
3725,705.7,0,1,0
3726,217.0,0,3,0
3727,226.4,0,1,0
3728,217.6,0,10,0
3729,217.0,0,2,1
3730,223.1,0,0,1
3731,223.55,0,1,0
3732,3.7,0,1,0
3733,219.3,0,2,0
3734,221.2,0,2,0
3735,221.2,0,4,0
3736,216.8,0,3,0
3737,216.9,0,5,0
3738,222.8,0,3,0
3739,8.1,0,1,0
3740,219.2,0,5,0
3741,222.5,0,1,0
3742,222.7,0,2,0
3743,15.25,1,0,0
3744,3.4,0,1,0
3745,,0,2,0
3746,4.5,0,2,0
3747,14.85,0,1,0
3748,4.0,0,1,0
3749,6.0,0,1,0
3750,11.7,0,1,0
3751,9.7,0,2,0
3752,16.6,0,1,0
3753,3.2,0,1,0
3754,1.9,1,0,0
3755,8.6,0,0,1
3756,1.1,0,1,0
3757,5.9,0,1,0
3758,3.5,0,1,0
3759,0.0,0,1,0
3760,6.0,0,1,0
3761,0.3,0,1,0
3762,4.6,0,1,0
3763,0.4,0,1,0
3764,,0,1,0
3765,,0,1,0
3766,,0,1,0
3767,,0,1,0
3768,2.2,0,2,0
3769,,0,1,0
3770,678.2,0,1,0
3771,1.5,0,1,0
3772,1.7,2,4,0
3773,0.1,0,2,0
3774,,0,1,0
3775,0.0,0,1,0
3776,,0,1,0
3777,,0,1,0
3778,,3,0,0
3779,6.0,0,1,0
3780,0.3,0,1,0
3781,,0,2,0
3782,,0,1,0
3783,,0,1,0
3784,,0,1,0
3785,1.5,0,2,0
3786,6.0,0,1,0
3787,0.8,1,0,0
3788,2.1,0,1,0
3789,7.5,0,2,0
3790,,0,1,0
3791,,0,1,0
3792,8.5,0,1,0
3793,680.1,1,1,0
3794,,0,1,0
3795,,0,1,0
3796,,0,1,0
3797,,0,1,0
3798,5.95,0,1,0
3799,,1,0,0
3800,0.9,0,0,1
3801,,0,1,0
3802,,0,1,0
3803,,0,1,0
3804,,0,0,1
3805,,0,2,0
3806,,0,2,0
3807,6.0,0,1,0
3808,,0,1,0
3809,,0,1,0
3810,1.8,1,0,0
3811,2.0,0,1,0
3812,7.1,0,1,0
3813,803.0,0,1,0
3814,804.9,0,1,0
3815,804.0,0,1,0
3816,432.0,0,1,0
3817,805.2,0,1,0
3818,805.0,0,2,0
3819,5.45,1,0,0
3820,457.4,0,1,0
3821,,0,1,0
3822,,0,1,0
3823,3.8,0,1,0
3824,4.9,1,0,0
3825,3.8,0,1,0
3826,212.0,0,1,0
3827,215.7,0,3,0
3828,14.2,0,1,0
3829,14.3,0,1,0
3830,215.3,0,3,0
3831,,0,1,0
3832,213.1,0,1,0
3833,13.0,0,1,0
3834,14.55,0,1,0
3835,209.9,0,1,0
3836,0.2,0,1,0
3837,211.0,0,2,0
3838,209.0,0,4,0
3839,213.3,0,1,0
3840,19.6,0,1,0
3841,,0,1,0
3842,,0,1,0
3843,,0,1,0
3844,,0,1,0
3845,,0,1,0
3846,,0,1,0
3847,,0,1,0
3848,,0,1,0
3849,,0,1,0
3850,,0,1,0
3851,,0,1,0
3852,,0,1,0
3853,,0,1,0
3854,,0,1,0
3855,,0,2,0
3856,3.7,0,1,0
3857,2.0,0,1,0
3858,4.0,1,0,0
3859,,0,1,0
3860,217.6,2,0,0
3861,,0,1,0
3862,,0,1,0
3863,,0,1,0
3864,1.8,0,1,0
3865,215.8,0,1,0
3866,14.5,0,2,0
3867,6.2,2,0,0
3868,44.4,0,1,0
3869,44.4,0,1,0
3870,47.0,0,1,0
3871,45.5,0,1,0
3872,46.7,0,1,0
3873,,0,1,0
3874,46.0,0,1,0
3875,46.4,0,1,0
3876,4.6,0,1,0
3877,45.5,0,1,0
3878,5.5,0,1,0
3879,4.7,0,1,0
3880,4.2,0,1,0
3881,44.0,0,1,0
3882,46.3,0,1,0
3883,5.3,0,2,0
3884,,0,1,0
3885,,0,1,0
3886,,1,0,0
3887,,0,1,0
3888,,0,1,0
3889,,0,1,0
3890,,0,1,0
3891,43.4,0,1,0
3892,3.9,0,1,0
3893,46.5,0,1,0
3894,8.8,0,1,0
3895,196.35,1,0,0
3896,0.3,0,1,0
3897,1.2,1,0,1
3898,7.0,0,1,0
3899,,0,1,0
3900,3.4,0,0,1
3901,,0,2,0
3902,4.5,0,0,1
3903,,0,2,0
3904,,0,1,0
3905,8.3,0,1,0
3906,,0,1,0
3907,21.5,0,1,0
3908,0.4,1,0,0
3909,21.8,0,1,0
3910,9.1,0,1,0
3911,13.2,0,1,0
3912,5.5,1,0,0
3913,0.5,1,0,0
3914,2.2,0,2,0
3915,5.6,0,1,0
3916,6.9,0,1,0
3917,,0,2,0
3918,1.3,0,2,0
3919,5.0,0,2,0
3920,5.0,0,3,0
3921,4.5,2,4,0
3922,2.0,0,1,0
3923,1.0,0,3,0
3924,4.5,0,1,0
3925,690.3,0,2,0
3926,5.6,0,1,0
3927,0.1,0,1,0
3928,0.1,0,1,0
3929,3.4,0,2,0
3930,,1,0,0
3931,3.4,0,2,0
3932,1.4,0,1,0
3933,,0,1,0
3934,,0,1,0
3935,7.4,0,2,0
3936,50.1,0,2,0
3937,,0,1,0
3938,1.2,0,1,0
3939,4.2,0,2,0
3940,687.25,0,1,0
3941,0.8,0,1,0
3942,47.2,0,1,0
3943,50.1,0,2,0
3944,7.2,0,1,0
3945,7.5,0,2,0
3946,546.6,0,1,0
3947,5.0,0,1,0
3948,7.6,0,2,0
3949,48.8,0,1,0
3950,44.9,0,1,0
3951,687.65,0,1,0
3952,680.3,0,1,0
3953,52.9,0,1,0
3954,5.6,0,1,0
3955,5.6,0,1,0
3956,4.1,0,4,0
3957,48.8,0,1,0
3958,46.0,0,2,0
3959,546.0,0,5,0
3960,4.3,1,0,0
3961,686.0,0,2,0
3962,0.1,0,1,0
3963,46.75,0,1,0
3964,50.3,0,1,0
3965,52.9,0,5,0
3966,48.0,0,1,0
3967,2.0,1,0,0
3968,51.5,0,1,0
3969,8.4,0,1,0
3970,0.5,0,1,0
3971,679.65,0,3,1
3972,760.0,0,1,0
3973,50.0,0,2,0
3974,44.9,0,1,0
3975,3.7,0,2,0
3976,1.2,1,0,0
3977,13.2,0,1,0
3978,6.6,0,2,0
3979,687.2,1,3,0
3980,1.4,0,2,0
3981,44.9,0,1,0
3982,1.7,0,2,0
3983,5.5,0,4,0
3984,0.5,0,1,0
3985,,0,3,0
3986,4.1,0,5,0
3987,50.0,0,4,0
3988,50.0,0,3,0
3989,680.35,0,1,0
3990,685.5,0,1,0
3991,,0,2,0
3992,,0,1,0
3993,,0,1,0
3994,,0,1,0
3995,,0,1,0
3996,48.0,1,0,0
3997,2.6,0,3,0
3998,0.25,0,1,0
3999,3.87,0,2,0
4000,,0,2,0
4001,48.8,0,1,0
4002,51.5,0,3,0
4003,0.2,0,1,0
4004,48.0,0,0,1
4005,684.85,0,2,0
4006,,0,1,0
4007,,0,1,0
4008,,0,5,0
4009,,0,1,0
4010,,0,1,0
4011,27.0,0,1,0
4012,0.5,0,1,0
4013,,0,2,0
4014,683.0,0,1,0
4015,4.5,0,3,0
4016,2.0,0,1,0
4017,,0,0,1
4018,0.3,2,2,0
4019,0.2,0,1,0
4020,,0,1,0
4021,,0,1,0
4022,,0,1,0
4023,,0,2,0
4024,,0,2,0
4025,,0,1,0
4026,,0,1,0
4027,,0,2,0
4028,2.6,2,3,0
4029,,0,1,0
4030,1.5,0,1,0
4031,,0,1,0
4032,,0,2,0
4033,,0,1,0
4034,,0,1,0
4035,688.4,0,1,0
4036,3.2,0,1,0
4037,20.5,0,1,1
4038,0.3,0,1,0
4039,5.0,0,2,0
4040,2.2,0,1,0
4041,682.7,0,5,0
4042,545.0,0,1,0
4043,0.4,2,0,0
4044,0.7,0,1,0
4045,6.4,0,2,0
4046,3.0,0,1,0
4047,1.6,0,2,0
4048,0.45,0,3,0
4049,2.3,0,1,0
4050,50.0,0,2,0
4051,547.6,1,0,0
4052,2.2,0,1,0
4053,3.2,0,1,0
4054,7.6,0,6,0
4055,688.0,0,1,0
4056,26.5,0,1,0
4057,7.7,0,1,0
4058,45.5,0,2,0
4059,45.0,0,1,0
4060,194.7,0,1,0
4061,614.2,0,3,0
4062,191.2,0,1,0
4063,6.1,0,1,0
4064,1.5,0,1,0
4065,195.7,1,0,1
4066,,0,1,0
4067,48.5,0,1,0
4068,,0,1,0
4069,1.2,0,1,0
4070,61.8,0,2,0
4071,59.7,0,1,0
4072,2.9,0,1,0
4073,12.1,0,1,0
4074,2.1,0,0,1
4075,4.9,0,1,0
4076,6.0,0,2,0
4077,59.8,0,1,0
4078,6.1,0,1,0
4079,64.4,0,2,0
4080,0.5,0,1,0
4081,,0,2,0
4082,205.0,0,2,0
4083,203.3,0,3,0
4084,203.2,0,0,1
4085,207.8,0,2,0
4086,1.5,0,2,0
4087,,0,2,0
4088,208.8,0,1,0
4089,,0,2,0
4090,,0,1,0
4091,,0,1,0
4092,,0,3,0
4093,,0,1,0
4094,,0,1,0
4095,198.8,0,4,1
4096,,0,1,0
4097,208.0,0,1,0
4098,0.0,0,1,0
4099,25.3,0,1,0
4100,23.2,0,2,0
4101,22.2,0,2,0
4102,0.9,0,1,0
4103,22.6,0,1,0
4104,22.3,0,2,0
4105,20.3,0,1,0
4106,0.6,0,1,0
4107,,0,1,0
4108,,0,1,0
4109,,0,0,1
4110,2.0,0,1,0
4111,1.0,0,0,1
4112,53.8,0,1,0
4113,54.4,1,0,0
4114,,0,1,0
4115,56.0,0,1,0
4116,0.1,0,1,0
4117,0.2,0,3,0
4118,2.5,0,2,0
4119,691.8,0,1,0
4120,692.0,0,1,0
4121,27.5,0,1,0
4122,1.3,0,1,0
4123,26.0,0,1,0
4124,4.0,0,1,0
4125,1.5,0,1,0
4126,1.1,0,1,0
4127,1.0,0,1,0
4128,1.0,0,1,0
4129,,0,1,0
4130,,1,0,0
4131,19.5,0,1,0
4132,1.0,0,1,0
4133,1.0,0,1,0
4134,745.0,0,1,0
4135,1.6,0,1,0
4136,15.8,0,1,0
4137,19.4,1,0,0
4138,7.5,0,1,0
4139,14.5,0,1,0
4140,7.0,0,1,0
4141,7.0,0,1,0
4142,7.1,0,1,0
4143,14.6,0,1,0
4144,6.0,0,1,0
4145,74.8,0,1,0
4146,6.2,0,1,0
4147,6.7,0,1,0
4148,74.4,0,1,0
4149,,0,2,0
4150,,0,1,0
4151,,0,2,0
4152,,0,1,0
4153,,0,1,0
4154,,0,1,0
4155,7.3,0,1,0
4156,,0,1,0
4157,8.4,0,1,0
4158,117.3,1,0,0
4159,10.9,0,2,0
4160,1.0,0,2,0
4161,16.0,0,1,0
4162,13.1,0,1,0
4163,15.6,1,0,0
4164,3.0,0,1,0
4165,15.5,0,1,0
4166,9.0,0,1,0
4167,10.9,0,1,0
4168,0.0,0,1,0
4169,18.0,0,1,0
4170,10.6,0,1,0
4171,19.9,0,2,0
4172,,1,1,0
4173,80.0,1,1,0
4174,11.0,2,0,0
4175,87.6,1,1,0
4176,89.1,0,0,1
4177,80.9,1,1,0
4178,89.7,0,1,0
4179,11.8,0,4,0
4180,84.5,1,0,0
4181,91.5,0,1,0
4182,88.2,0,1,0
4183,,0,1,0
4184,88.1,0,2,0
4185,,0,1,0
4186,11.8,0,1,0
4187,90.8,0,4,0
4188,0.0,0,1,0
4189,88.1,0,2,0
4190,11.7,0,1,0
4191,,0,1,0
4192,,0,1,0
4193,88.32,0,2,0
4194,,0,1,0
4195,11.5,0,1,0
4196,9.2,0,1,0
4197,,0,1,0
4198,86.3,0,5,0
4199,,0,1,0
4200,88.6,0,3,0
4201,88.0,0,1,0
4202,90.4,0,3,0
4203,94.0,0,4,0
4204,,0,1,0
4205,,0,1,0
4206,,0,1,0
4207,,0,1,0
4208,,0,1,0
4209,,0,1,0
4210,,0,1,0
4211,,0,1,0
4212,,0,1,0
4213,,0,1,0
4214,,0,1,0
4215,,0,1,0
4216,,0,2,0
4217,,0,1,0
4218,83.95,1,0,0
4219,85.4,0,1,0
4220,86.63,0,0,1
4221,90.6,0,1,0
4222,88.0,0,2,0
4223,,0,1,0
4224,,0,1,0
4225,,0,1,0
4226,,0,1,0
4227,9.9,0,1,0
4228,,0,1,0
4229,,0,1,0
4230,,0,1,0
4231,,0,1,0
4232,87.4,0,4,0
4233,92.3,0,1,0
4234,91.4,0,1,0
4235,,0,1,0
4236,,0,1,0
4237,,0,1,0
4238,,0,1,0
4239,9.9,0,1,0
4240,0.1,0,1,0
4241,,0,1,0
4242,94.3,0,3,1
4243,,0,1,0
4244,,0,1,0
4245,,0,1,0
4246,,0,1,0
4247,,0,2,0
4248,,0,1,0
4249,,0,1,0
4250,,0,1,0
4251,80.7,0,3,0
4252,92.3,0,1,0
4253,,0,1,0
4254,,0,2,0
4255,,0,2,0
4256,82.5,5,0,1
4257,0.0,0,1,0
4258,,0,1,0
4259,,0,2,0
4260,,1,0,0
4261,9.0,0,1,0
4262,,1,0,0
4263,0.0,0,1,0
4264,3.5,0,1,0
4265,0.0,0,1,0
4266,,0,1,0
4267,2.1,0,1,0
4268,0.0,0,4,0
4269,,0,1,0
4270,,0,1,0
4271,,0,0,1
4272,,0,1,0
4273,0.0,0,3,0
4274,2.44,0,1,0
4275,,0,1,0
4276,3.0,1,0,0
4277,,0,1,0
4278,,0,1,0
4279,,0,1,0
4280,488.0,0,2,0
4281,1.33,0,1,0
4282,0.0,0,1,0
4283,3.4,0,1,0
4284,2.8,0,2,0
4285,5.5,0,1,0
4286,0.0,0,1,0
4287,0.8,0,1,0
4288,,0,1,0
4289,,0,1,0
4290,,0,1,0
4291,,0,1,0
4292,,0,1,0
4293,,0,1,0
4294,,0,1,0
4295,2.9,0,1,0
4296,,0,1,0
4297,,0,1,0
4298,12.7,0,2,0
4299,,0,1,0
4300,,0,2,0
4301,,0,1,0
4302,,0,1,0
4303,,0,1,0
4304,,0,1,0
4305,,1,0,0
4306,,0,1,0
4307,,0,1,0
4308,,0,1,0
4309,,0,1,0
4310,0.5,0,1,0
4311,,0,2,0
4312,,0,1,0
4313,,1,0,0
4314,0.5,0,1,0
4315,0.6,0,3,0
4316,0.0,0,1,0
4317,,0,2,0
4318,491.0,0,2,0
4319,4.5,0,1,0
4320,,0,1,0
4321,0.5,0,2,0
4322,0.0,0,1,0
4323,0.0,0,1,0
4324,,0,1,0
4325,,0,1,0
4326,,0,2,0
4327,0.0,0,2,0
4328,195.5,0,1,0
4329,3.5,0,1,0
4330,,0,1,0
4331,,0,1,0
4332,,0,1,0
4333,,0,2,0
4334,,0,2,0
4335,0.1,0,1,0
4336,195.5,0,5,0
4337,0.5,0,2,0
4338,197.0,0,1,0
4339,0.3,0,2,0
4340,15.3,0,1,0
4341,620.0,0,0,1
4342,33.7,0,1,0
4343,43.9,0,1,0
4344,2.3,0,1,0
4345,1.5,0,1,0
4346,9.4,0,1,0
4347,2.5,0,2,0
4348,2.7,0,1,0
4349,1.8,0,1,0
4350,1.4,0,1,0
4351,4.9,0,1,0
4352,2.1,2,0,0
4353,12.0,0,1,0
4354,13.3,0,1,0
4355,7.4,0,2,0
4356,483.7,0,2,0
4357,480.5,0,2,0
4358,12.0,0,1,0
4359,477.4,0,1,0
4360,11.2,0,1,0
4361,479.9,1,0,0
4362,482.1,0,1,0
4363,12.2,0,1,0
4364,15.8,0,1,0
4365,55.9,0,1,0
4366,8.5,0,3,0
4367,64.7,0,1,0
4368,5.5,0,1,0
4369,6.7,1,0,0
4370,4.8,0,1,0
4371,56.0,0,1,0
4372,58.6,0,1,0
4373,58.0,0,1,0
4374,53.0,0,1,0
4375,9.0,0,1,0
4376,57.0,0,1,0
4377,4.8,0,1,0
4378,54.5,0,2,0
4379,58.55,1,0,0
4380,22.5,0,1,0
4381,20.5,1,1,0
4382,54.4,0,2,0
4383,6.5,0,1,0
4384,57.8,0,2,0
4385,57.6,0,2,0
4386,63.5,0,1,0
4387,726.54,0,4,0
4388,56.2,0,2,0
4389,9.7,1,0,0
4390,23.1,0,0,1
4391,56.1,0,3,0
4392,,1,0,0
4393,23.1,0,5,0
4394,,1,0,0
4395,758.2,1,3,0
4396,53.0,0,3,0
4397,9.0,0,1,0
4398,56.0,0,1,0
4399,,0,3,0
4400,,1,0,0
4401,,1,0,0
4402,,1,0,0
4403,,1,0,0
4404,54.7,0,2,0
4405,,1,1,0
4406,,1,0,0
4407,,1,0,0
4408,,1,0,0
4409,,1,0,0
4410,,1,0,0
4411,,1,1,0
4412,55.7,0,1,0
4413,4.5,0,2,0
4414,54.6,0,4,0
4415,,0,0,1
4416,57.9,0,1,0
4417,56.75,1,0,0
4418,53.4,0,4,0
4419,54.1,0,1,0
4420,64.85,0,1,0
4421,56.4,0,2,0
4422,58.0,0,2,0
4423,61.2,0,3,0
4424,63.0,0,2,0
4425,54.5,0,4,0
4426,8.2,0,1,0
4427,12.4,0,1,0
4428,9.0,0,1,0
4429,6.5,0,2,0
4430,54.6,0,1,0
4431,53.0,0,1,0
4432,54.0,0,2,0
4433,56.3,0,5,0
4434,54.4,0,1,0
4435,55.0,0,1,0
4436,52.8,0,2,0
4437,,0,2,0
4438,,0,1,0
4439,,0,2,0
4440,,0,1,0
4441,,0,1,0
4442,,0,2,0
4443,,0,1,0
4444,,0,1,0
4445,,0,1,0
4446,,0,1,0
4447,,0,1,0
4448,,0,1,0
4449,,0,1,0
4450,,0,3,0
4451,,0,1,0
4452,,0,2,0
4453,,0,1,0
4454,,0,1,0
4455,9.1,0,2,0
4456,24.0,0,2,0
4457,6.5,0,2,0
4458,56.2,0,2,0
4459,55.7,0,1,0
4460,4.8,0,1,0
4461,6.5,0,2,0
4462,4.6,0,1,0
4463,,0,1,0
4464,,0,1,0
4465,,0,1,0
4466,,0,2,0
4467,,0,1,0
4468,55.4,0,1,0
4469,,0,1,0
4470,,0,1,0
4471,,0,1,0
4472,,0,3,0
4473,,0,2,0
4474,,0,1,0
4475,,0,1,0
4476,,0,1,0
4477,,0,1,0
4478,,0,1,0
4479,,0,1,0
4480,,0,1,0
4481,,0,2,0
4482,,0,1,0
4483,,0,1,0
4484,,0,1,0
4485,,0,3,0
4486,,0,1,0
4487,,0,1,0
4488,,0,1,0
4489,,0,1,0
4490,,0,1,0
4491,,0,1,0
4492,,0,1,0
4493,,0,1,0
4494,,0,1,0
4495,,0,1,0
4496,,0,2,0
4497,,1,1,0
4498,,1,0,0
4499,,1,0,0
4500,,1,0,0
4501,3.5,1,0,0
4502,9.3,0,1,0
4503,15.0,0,1,0
4504,5.1,0,1,0
4505,46.3,0,1,0
4506,,1,0,0
4507,201.6,0,1,0
4508,,0,1,0
4509,,0,2,0
4510,204.0,0,1,0
4511,,0,1,0
4512,132.0,0,2,0
4513,,0,2,0
4514,,0,1,0
4515,,0,1,0
4516,,0,1,0
4517,,0,1,0
4518,,0,1,0
4519,,1,1,0
4520,,0,1,0
4521,,0,1,0
4522,,0,1,0
4523,,0,1,0
4524,,1,0,0
4525,,0,1,0
4526,,0,1,0
4527,1.4,1,2,0
4528,1.5,0,1,0
4529,,0,1,0
4530,1.7,0,1,0
4531,0.8,0,1,0
4532,,0,1,0
4533,,0,1,0
4534,665.4,0,2,0
4535,,0,1,0
4536,,0,1,0
4537,,0,1,0
4538,,0,1,0
4539,,0,1,0
4540,,0,1,0
4541,,0,1,0
4542,,0,1,0
4543,,0,2,0
4544,,2,0,0
4545,,0,0,1
4546,,0,2,0
4547,,0,1,0
4548,,0,1,0
4549,,0,1,0
4550,3.7,0,1,0
4551,,0,1,0
4552,,0,1,0
4553,,0,1,0
4554,,0,1,0
4555,,0,1,0
4556,,0,1,0
4557,,0,1,0
4558,138.5,0,1,0
4559,,0,1,0
4560,,1,0,0
4561,,0,1,0
4562,,1,0,0
4563,,0,1,0
4564,,0,2,0
4565,,0,1,0
4566,3.5,0,7,0
4567,,0,1,0
4568,,0,1,0
4569,2.0,0,4,0
4570,135.5,0,1,0
4571,131.5,0,1,0
4572,3.6,0,1,0
4573,662.5,0,1,0
4574,138.35,0,1,0
4575,,0,1,0
4576,118.7,0,3,0
4577,187.9,0,1,0
4578,176.2,1,0,0
4579,,0,1,0
4580,4.2,0,1,0
4581,47.5,0,1,0
4582,186.85,0,1,0
4583,,0,1,0
4584,185.3,0,2,0
4585,,0,1,0
4586,,0,1,0
4587,,0,1,0
4588,,0,1,0
