ID_ACCIDENTE,KM,TOTAL_HG24H,TOTAL_HL24H,TOTAL_MU24H
1922,0.6,0,1,0
1923,745.0,0,1,0
1924,,0,1,0
1925,,0,1,0
1926,,1,0,0
1927,7.5,0,1,0
1928,0.4,0,1,0
1929,17.15,0,3,0
1930,20.4,0,5,0
1931,20.35,0,2,0
1932,2.3,0,1,0
1933,12.3,0,1,0
1934,235.1,0,2,0
1935,10.7,0,1,0
1936,21.621,0,3,0
1937,229.664,0,1,0
1938,233.0,0,2,0
1939,693.653,0,1,0
1940,,0,1,0
1941,11.7,0,1,0
1942,,1,0,0
1943,18.2,0,4,0
1944,20.37,1,2,0
1945,0.6,0,2,0
1946,0.0,0,1,0
1947,,1,0,0
1948,9.9,0,1,0
1949,,1,0,0
1950,10.8,0,2,0
1951,,0,1,0
1952,,1,0,0
1953,,0,2,0
1954,0.001,0,1,0
1955,,0,1,0
1956,,0,1,0
1957,,0,1,0
1958,,0,1,0
1959,,0,1,0
1960,,0,3,0
1961,236.893,0,1,0
1962,,0,1,0
1963,,0,1,0
1964,,0,1,0
1965,,0,1,0
1966,,0,2,0
1967,,0,1,0
1968,19.955,0,2,0
1969,,0,1,0
1970,,0,1,0
1971,1.9,0,1,0
1972,,0,2,0
1973,,0,2,0
1974,,0,3,0
1975,,1,0,0
1976,,0,1,0
1977,5.311,0,3,0
1978,10.7,0,1,0
1979,,0,1,0
1980,,0,3,0
1981,,0,1,0
1982,,0,1,0
1983,,0,1,0
1984,,0,1,0
1985,,0,1,0
1986,,0,1,0
1987,,0,1,0
1988,,0,2,0
1989,,0,1,0
1990,,0,1,0
1991,,0,1,0
1992,,0,2,0
1993,,0,2,0
1994,,0,1,0
1995,7.533,0,1,0
1996,236.6,1,4,0
1997,,0,1,0
1998,,0,1,0
1999,,0,1,0
2000,,0,1,0
2001,,0,2,0
2002,11.8,0,2,0
2003,,0,1,0
2004,,0,1,0
2005,,0,1,0
2006,,0,1,0
2007,21.3,0,1,0
2008,,0,1,0
2009,,0,1,0
2010,1.132,0,1,0
2011,231.15,0,4,0
2012,2.624,0,1,0
2013,,0,2,0
2014,,0,2,0
2015,,0,0,1
2016,,1,0,0
2017,,0,0,1
2018,,1,0,0
2019,,1,0,0
2020,0.01,0,1,0
2021,,0,4,0
2022,,0,2,0
2023,20.3,0,3,0
2024,,0,1,0
2025,,0,1,0
2026,10.7,0,5,0
2027,,1,0,0
2028,4.7,0,1,0
2029,,0,1,0
2030,,0,2,0
2031,19.5,0,1,0
2032,12.87,0,0,1
2033,,0,1,0
2034,12.1,0,1,0
2035,1.0,0,1,0
2036,10.275,0,1,0
2037,,0,1,0
2038,11.4,0,2,0
2039,,0,1,0
2040,13.073,0,2,0
2041,25.1,0,1,0
2042,,0,1,0
2043,7.75,0,1,0
2044,233.0,0,1,0
2045,,0,1,0
2046,,0,3,0
2047,,0,1,0
2048,,0,1,0
2049,,0,1,0
2050,,0,1,0
2051,,0,1,0
2052,,0,1,0
2053,,0,1,0
2054,,0,1,0
2055,,0,1,0
2056,,0,1,0
2057,,0,1,0
2058,,0,1,0
2059,,0,1,0
2060,,0,1,0
2061,,0,1,0
2062,,0,1,0
2063,,0,1,0
2064,,0,1,0
2065,,0,1,0
2066,,0,1,0
2067,,0,1,0
2068,,0,1,0
2069,,0,1,0
2070,,0,1,0
2071,,0,1,0
2072,,0,1,0
2073,,0,1,0
2074,,0,1,0
2075,,0,1,0
2076,,0,1,0
2077,,0,1,0
2078,,0,1,0
2079,,0,1,0
2080,,0,1,0
2081,,0,1,0
2082,,0,1,0
2083,,0,1,0
2084,,0,1,0
2085,,0,1,0
2086,,0,1,0
2087,,0,1,0
2088,,0,1,0
2089,,0,1,0
2090,,0,1,0
2091,,0,1,0
2092,,0,1,0
2093,,0,2,0
2094,,0,1,0
2095,,0,1,0
2096,,0,1,0
2097,,0,1,0
2098,,0,1,0
2099,,0,1,0
2100,,0,2,0
2101,,0,1,0
2102,,0,1,0
2103,,0,1,0
2104,,0,1,0
2105,,0,2,0
2106,,0,1,0
2107,,0,1,0
2108,,0,1,0
2109,,0,1,0
2110,,0,1,0
2111,,0,2,0
2112,,0,1,0
2113,,0,2,0
2114,,0,1,0
2115,,0,1,0
2116,,0,1,0
2117,,0,1,0
2118,,0,1,0
2119,,0,1,0
2120,,0,1,0
2121,,0,1,0
2122,,0,1,0
2123,,0,2,0
2124,,0,1,0
2125,,0,1,0
2126,,0,1,0
2127,,0,1,0
2128,,0,2,0
2129,,0,2,0
2130,,0,1,0
2131,,0,1,0
2132,,0,1,0
2133,,0,1,0
2134,,0,1,0
2135,,0,2,0
2136,15.424,0,1,0
2137,,0,1,0
2138,,0,1,0
2139,,0,2,0
2140,,0,1,0
2141,,0,1,0
2142,8.45,0,1,0
2143,,1,0,0
2144,19.6,0,1,0
2145,1.1,0,1,0
2146,235.5,0,1,0
2147,3.0,1,0,0
2148,98.3,0,1,0
2149,,0,1,0
2150,,0,1,0
2151,,0,1,0
2152,,0,1,0
2153,,0,2,0
2154,,0,1,0
2155,,0,2,0
2156,,0,1,0
2157,,0,1,0
2158,,0,2,0
2159,,0,2,0
2160,,0,1,0
2161,,0,2,0
2162,,0,1,0
2163,234.8,0,1,0
2164,,0,1,0
2165,16.162,0,1,0
2166,,0,1,0
2167,,0,1,0
2168,,0,1,0
2169,,0,1,0
2170,,0,4,0
2171,,0,1,0
2172,,0,1,0
2173,,0,1,0
2174,,0,1,0
2175,,0,1,0
2176,,0,1,0
2177,,0,1,0
2178,,0,1,0
2179,,0,2,0
2180,,0,1,0
2181,,0,1,0
2182,235.5,1,0,0
2183,,0,1,0
2184,,0,2,0
2185,,0,1,0
2186,,0,1,0
2187,,0,1,0
2188,,0,1,0
2189,,0,2,0
2190,,0,1,0
2191,,0,1,0
2192,,0,1,0
2193,,0,1,0
2194,,0,1,0
2195,,0,2,0
2196,,0,1,0
2197,,0,1,0
2198,,0,1,0
2199,,0,1,0
2200,,0,1,0
2201,,0,1,0
2202,,0,1,0
2203,,0,1,0
2204,,0,1,0
2205,,0,1,0
2206,13.215,0,3,0
2207,,0,1,0
2208,,0,1,0
2209,,0,1,0
2210,,0,1,0
2211,,0,1,0
2212,,1,0,0
2213,,1,0,0
2214,,1,0,0
2215,231.0,0,3,0
2216,0.0,0,1,0
2217,0.3,0,4,0
2218,489.8,0,1,0
2219,,0,1,0
2220,,0,1,0
2221,18.0,0,1,0
2222,,0,1,0
2223,,0,1,0
2224,,0,1,0
2225,,0,1,0
2226,,0,1,0
2227,20.5,0,5,0
2228,,0,2,0
2229,,0,1,0
2230,,0,1,0
2231,,0,2,0
2232,,0,2,0
2233,,0,1,0
2234,,0,1,0
2235,,0,1,0
2236,,0,1,0
2237,20.028,0,6,0
2238,,0,1,0
2239,,0,1,0
2240,,0,1,0
2241,,0,1,0
2242,21.6,0,2,0
2243,,0,1,0
2244,,0,1,0
2245,,0,1,0
2246,,0,1,0
2247,,0,1,0
2248,14.349,0,1,0
2249,10.7,0,3,0
2250,,0,2,0
2251,,0,1,0
2252,2.3,0,2,0
2253,,0,1,0
2254,,0,3,0
2255,,0,1,0
2256,238.0,0,3,0
2257,,0,1,0
2258,1.136,0,1,0
2259,,0,1,0
2260,,0,1,0
2261,20.15,0,2,0
2262,,0,1,0
2263,,0,2,0
2264,10.7,0,1,0
2265,,0,1,0
2266,,0,1,0
2267,,0,1,0
2268,,1,0,0
2269,,0,1,0
2270,,0,1,0
2271,,0,1,0
2272,,0,1,0
2273,,0,1,0
2274,,0,1,0
2275,21.0,0,1,0
2276,20.364,0,2,0
2277,9.9,0,3,0
2278,235.9,0,3,0
2279,,0,2,0
2280,,1,0,0
2281,,1,0,0
2282,,1,0,0
2283,,1,0,0
2284,10.0,0,1,0
2285,21.5,0,1,0
2286,231.5,0,3,0
2287,20.923,0,1,0
2288,,0,1,0
2289,,0,1,0
2290,0.8,0,3,0
2291,6.629,0,1,0
2292,,0,1,0
2293,0.05,0,1,0
2294,3.5,0,2,0
2295,,0,1,0
2296,21.711,0,5,0
2297,1.0,0,1,0
2298,,0,1,0
2299,,0,2,0
2300,,0,1,0
2301,22.137,0,1,0
2302,,0,2,0
2303,21.5,0,2,0
2304,,0,1,0
2305,,0,1,0
2306,235.1,0,1,0
2307,231.556,0,1,0
2308,16.154,0,1,0
2309,12.5,0,2,0
2310,16.156,0,5,0
2311,0.01,0,2,0
2312,,2,0,0
2313,,0,1,0
2314,,1,0,0
2315,,1,0,0
2316,,1,0,0
2317,,1,0,0
2318,,1,1,0
2319,,1,0,0
2320,16.111,0,1,0
2321,22.0,0,1,0
2322,0.799,0,3,0
2323,14.0,0,1,0
2324,13.639,0,1,0
2325,,0,1,0
2326,235.195,0,1,0
2327,,0,1,0
2328,,0,1,0
2329,238.1,0,2,0
2330,238.795,0,1,0
2331,2.0,1,0,0
2332,,0,1,0
2333,,0,2,0
2334,0.256,0,1,0
2335,0.279,0,1,0
2336,19.75,0,1,0
2337,1.1,0,1,0
2338,20.8,0,4,0
2339,,0,2,0
2340,,0,1,0
2341,19.92,0,1,0
2342,18.8,0,1,0
2343,18.8,0,1,0
2344,235.0,0,1,0
2345,187.9,0,3,0
2346,238.62,0,1,0
2347,25.2,0,1,0
2348,23.083,0,1,0
2349,4.0,0,2,0
2350,229.692,0,1,0
2351,,0,0,1
2352,228.031,0,1,0
2353,,0,2,0
2354,23.401,0,2,0
2355,4.572,0,2,0
2356,235.4,1,0,0
2357,0.1,0,1,0
2358,,0,1,0
2359,20.48,0,3,0
2360,25.1,0,2,0
2361,226.6,0,2,0
2362,0.1,0,1,0
2363,,0,0,1
2364,,0,2,0
2365,11.7,0,1,0
2366,21.5,0,1,0
2367,19.1,0,0,1
2368,23.5,0,2,0
2369,1.264,0,1,0
2370,,0,2,0
2371,22.261,0,1,0
2372,22.3,1,3,0
2373,,0,1,0
2374,19.4,1,0,0
2375,,0,1,0
2376,,0,5,0
2377,,0,1,0
2378,236.0,0,4,0
2379,21.764,0,1,0
2380,,0,1,0
2381,10.4,0,2,0
2382,,0,1,0
2383,,0,1,0
2384,,0,1,0
2385,19.35,0,1,0
2386,,0,1,0
2387,,0,2,0
2388,,0,1,0
2389,,0,1,0
2390,13.0,0,1,0
2391,21.6,0,1,0
2392,,0,1,0
2393,26.2,0,1,0
2394,53.0,0,2,0
2395,,0,1,0
2396,,0,1,0
2397,,1,0,0
2398,,1,0,0
2399,,1,0,0
2400,,1,0,0
2401,9.9,0,2,0
2402,7.3,0,2,0
2403,737.0,0,3,0
2404,12.7,1,0,0
2405,5.6,0,0,1
2406,742.3,0,2,0
2407,5.9,1,1,1
2408,0.0,0,1,0
2409,3.3,0,1,0
2410,15.0,1,0,0
2411,737.8,1,1,0
2412,736.7,0,1,0
2413,737.0,2,1,0
2414,13.7,0,2,0
2415,,0,3,0
2416,2.23,0,1,0
2417,2.2,2,1,0
2418,160.6,0,1,0
2419,639.0,0,1,0
2420,21.885,0,3,0
2421,160.0,0,1,0
2422,,0,1,0
2423,,0,1,0
2424,,0,1,0
2425,155.2,0,1,0
2426,165.55,0,1,0
2427,162.2,0,4,0
2428,637.74,0,3,0
2429,,0,1,0
2430,,1,0,0
2431,162.859,0,1,0
2432,,0,1,0
2433,641.9,0,1,0
2434,161.2,0,5,0
2435,21.885,0,1,0
2436,,0,3,0
2437,,0,1,0
2438,,0,1,0
2439,,0,1,0
2440,162.0,0,2,0
2441,,2,0,0
2442,160.65,0,1,0
2443,,0,1,0
2444,,0,1,0
2445,,0,1,0
2446,,0,1,0
2447,,0,1,0
2448,,0,1,0
2449,,0,2,0
2450,,0,1,0
2451,,0,1,0
2452,,0,2,0
2453,,0,2,0
2454,,0,1,0
2455,,0,1,0
2456,,0,1,0
2457,,0,2,0
2458,,0,1,0
2459,,0,1,0
2460,,2,1,0
2461,,0,1,0
2462,,0,1,0
2463,,0,1,0
2464,,0,1,0
2465,,0,1,0
2466,,0,1,0
2467,,0,1,0
2468,,0,1,0
2469,,0,1,0
2470,,0,1,0
2471,,2,0,0
2472,,0,1,0
2473,,0,1,0
2474,156.1,0,1,0
2475,,0,1,0
2476,,1,0,0
2477,17.907,1,1,0
2478,21.8,0,2,0
2479,162.3,0,2,0
2480,0.5,0,0,1
2481,0.325,0,1,0
2482,5.7,0,1,0
2483,10.3,0,0,2
2484,9.178,0,4,0
2485,3.873,0,1,0
2486,1.11,0,1,0
2487,5.8,0,1,0
2488,1.7,0,2,0
2489,5.5,0,1,0
2490,13.0,1,1,0
2491,10.911,0,1,0
2492,2.7,0,1,0
2493,8.777,0,1,0
2494,4.7,0,1,0
2495,6.346,0,1,0
2496,1.684,0,1,0
2497,1.9,0,0,1
2498,,0,2,0
2499,7.495,0,1,0
2500,,0,0,1
2501,,0,1,0
2502,,1,1,0
2503,9.145,0,1,0
2504,,0,1,0
2505,0.8,0,2,0
2506,,0,1,0
2507,7.5,0,1,0
2508,11.653,0,1,0
2509,,0,1,0
2510,26.387,0,1,0
2511,7.971,0,2,0
2512,4.304,0,1,0
2513,3.7,0,1,0
2514,,0,2,0
2515,,0,1,0
2516,0.1,0,2,0
2517,8.0,0,1,0
2518,1.4,0,1,0
2519,11.478,0,1,0
2520,32.205,0,1,0
2521,,0,1,0
2522,3.665,0,1,0
2523,2.6,0,1,0
2524,148.0,0,1,0
2525,,0,1,0
2526,,0,3,0
2527,,0,1,0
2528,,0,1,0
2529,,0,1,0
2530,,0,1,0
2531,,0,1,0
2532,50.2,1,0,0
2533,,0,1,0
2534,,0,1,0
2535,,0,1,0
2536,,1,0,0
2537,,0,1,0
2538,,0,2,0
2539,,0,1,0
2540,145.2,0,1,0
2541,,0,1,0
2542,,0,2,0
2543,,0,1,0
2544,,0,2,0
2545,,0,1,0
2546,,0,1,0
2547,,0,0,1
2548,,0,2,0
2549,,0,1,0
2550,,0,1,0
2551,,0,1,0
2552,,0,1,0
2553,,0,1,0
2554,,0,1,0
2555,,0,1,0
2556,147.5,0,2,0
2557,,0,1,0
2558,,0,1,0
2559,,0,1,0
2560,,1,0,0
2561,,0,1,0
2562,,0,2,0
2563,,0,2,0
2564,,0,1,0
2565,,0,1,0
2566,,0,1,0
2567,,0,1,0
2568,,0,1,0
2569,,0,1,0
2570,,1,0,0
2571,,0,1,0
2572,,0,1,0
2573,,0,1,0
2574,,0,1,0
2575,,0,1,0
2576,,0,1,0
2577,147.0,0,1,0
2578,,0,1,0
2579,,1,0,0
2580,,0,1,0
2581,,0,1,0
2582,,0,1,0
2583,,0,2,0
2584,643.6,0,1,0
2585,,0,1,0
2586,,0,1,0
2587,,0,1,0
2588,,0,1,0
2589,,0,1,0
2590,,0,1,0
2591,,0,1,0
2592,,0,1,0
2593,,0,1,0
2594,,0,1,0
2595,,0,1,0
2596,,0,1,0
2597,,0,1,0
2598,,0,1,0
2599,,0,2,0
2600,,0,1,0
2601,,0,1,0
2602,,1,0,0
2603,,0,1,0
2604,,0,2,0
2605,,0,1,0
2606,,0,1,0
2607,,0,1,0
2608,,0,1,0
2609,,0,1,0
2610,,0,1,0
2611,,0,1,0
2612,,0,1,0
2613,,0,2,0
2614,,1,0,0
2615,,0,1,0
2616,,0,1,0
2617,,0,1,0
2618,146.919,0,1,0
2619,,0,1,0
2620,150.15,2,5,0
2621,,0,1,0
2622,145.0,1,1,0
2623,,1,0,0
2624,,0,1,0
2625,,1,0,0
2626,,0,1,0
2627,,0,1,0
2628,,0,1,0
2629,,0,1,0
2630,,0,2,0
2631,,0,1,0
2632,147.0,1,1,0
2633,,0,1,0
2634,50.2,0,1,0
2635,,0,1,0
2636,,0,2,0
2637,,0,1,0
2638,147.5,0,1,0
2639,,0,1,0
2640,,0,1,0
2641,,0,1,0
2642,,0,1,0
2643,,0,1,0
2644,,1,0,0
2645,,0,1,0
2646,,0,1,0
2647,148.2,1,0,0
2648,,1,0,0
2649,,0,1,0
2650,,1,0,0
2651,48.8,0,2,0
2652,,0,1,0
2653,,0,1,0
2654,,0,2,0
2655,143.546,0,1,0
2656,,0,1,0
2657,,0,1,0
2658,,0,1,0
2659,,0,0,1
2660,,0,1,0
2661,,0,1,0
2662,,0,1,0
2663,,0,1,0
2664,,0,1,0
2665,151.4,0,2,0
2666,,0,1,0
2667,,0,1,0
2668,,0,1,0
2669,,0,1,0
2670,,0,1,0
2671,50.5,0,1,0
2672,,0,2,0
2673,,0,1,0
2674,,0,1,0
2675,148.1,0,1,0
2676,,0,1,0
2677,,0,1,0
2678,,0,1,0
2679,,0,1,0
2680,,0,2,0
2681,,0,1,0
2682,,0,2,0
2683,,0,1,0
2684,,0,1,0
2685,,0,1,0
2686,,0,1,0
2687,148.0,0,1,0
2688,,0,1,0
2689,,1,0,0
2690,,0,1,0
2691,,0,1,0
2692,,0,1,0
2693,,0,1,0
2694,,0,1,0
2695,,0,1,0
2696,,0,1,0
2697,,1,0,0
2698,,0,1,0
2699,,0,2,0
2700,,0,1,0
2701,,0,1,0
2702,,0,1,0
2703,,0,2,0
2704,,0,1,0
2705,,0,1,0
2706,,0,2,0
2707,,0,1,0
2708,,0,1,0
2709,,0,1,0
2710,,0,1,0
2711,,0,1,0
2712,,0,1,0
2713,,0,1,0
2714,,1,1,0
2715,50.0,0,1,0
2716,3.0,0,1,0
2717,,0,1,0
2718,,0,2,0
2719,145.0,0,0,1
2720,,0,1,0
2721,,0,1,0
2722,,0,1,0
2723,,0,1,0
2724,,0,1,0
2725,,0,1,0
2726,,0,1,0
2727,,0,1,0
2728,,0,1,0
2729,,0,4,0
2730,,0,1,0
2731,,0,2,0
2732,,1,0,0
2733,647.0,0,2,0
2734,,0,1,0
2735,,0,1,0
2736,,0,2,0
2737,,1,0,0
2738,,0,1,0
2739,,0,1,0
2740,,0,1,0
2741,,0,1,0
2742,,0,2,0
2743,,0,1,0
2744,,0,1,0
2745,148.9,0,1,0
2746,,0,1,0
2747,,0,1,0
2748,1.0,0,1,0
2749,,0,1,0
2750,,1,0,0
2751,,0,1,0
2752,145.0,1,0,0
2753,49.0,0,2,0
2754,149.687,0,1,0
2755,,0,1,0
2756,,0,1,0
2757,,0,1,0
2758,148.636,0,1,0
2759,,0,1,0
2760,,0,1,0
2761,,0,3,0
2762,,0,1,0
2763,,0,2,0
2764,,0,1,0
2765,,0,1,0
2766,,0,2,0
2767,,0,1,0
2768,,0,1,0
2769,1.0,0,1,0
2770,,0,1,0
2771,,0,1,0
2772,,0,1,0
2773,146.95,0,0,1
2774,,0,2,0
2775,,0,1,0
2776,,0,1,0
2777,50.7,0,2,0
2778,,0,0,1
2779,,0,1,0
2780,,1,0,0
2781,148.65,1,0,0
2782,,0,1,0
2783,,0,1,0
2784,,0,1,0
2785,,0,1,0
2786,,0,1,0
2787,,0,2,0
2788,,0,1,0
2789,50.0,0,1,0
2790,,0,1,0
2791,,0,1,0
2792,4.6,0,1,0
2793,,0,1,0
2794,,0,1,0
2795,,0,1,0
2796,5.401,0,1,0
2797,,0,1,0
2798,,1,0,0
2799,,0,1,0
2800,,0,1,0
2801,,0,1,0
2802,,0,1,0
2803,,0,1,0
2804,,0,1,0
2805,,0,1,0
2806,648.5,3,0,0
2807,,0,1,0
2808,,0,1,0
2809,,0,1,0
2810,,0,1,0
2811,,0,1,0
2812,,0,1,0
2813,,1,0,0
2814,,0,1,0
2815,,0,1,0
2816,148.799,0,1,0
2817,,0,1,0
2818,,0,1,0
2819,1.6,1,0,0
2820,9.104,1,0,0
2821,18.69,0,1,0
2822,28.2,0,2,0
2823,13.675,0,1,0
2824,0.1,0,1,0
2825,10.54,0,2,0
2826,,0,1,0
2827,0.0,0,1,0
2828,,0,1,0
2829,,0,1,0
2830,,0,1,0
2831,,0,1,0
2832,1.239,0,1,0
2833,8.5,0,1,0
2834,6.8,0,0,2
2835,2.967,0,2,0
2836,174.671,0,1,0
2837,11.05,0,1,0
2838,,0,1,0
2839,175.275,2,3,0
2840,8.469,0,1,0
2841,12.2,0,1,0
2842,0.8,0,2,0
2843,621.331,0,1,0
2844,,0,1,0
2845,,0,1,0
2846,,0,1,0
2847,0.3,0,1,0
2848,,0,1,0
2849,622.3,0,1,0
2850,,0,1,0
2851,,1,0,0
2852,,0,1,0
2853,,0,1,0
2854,9.5,0,1,0
2855,26.7,1,0,0
2856,178.35,1,0,0
2857,,0,1,0
2858,,0,1,0
2859,6.82,0,1,0
2860,171.718,0,1,0
2861,180.6,0,3,0
2862,620.2,0,2,0
2863,,0,1,0
2864,173.573,0,1,0
2865,173.7,0,1,0
2866,0.1,0,2,0
2867,621.215,0,1,0
2868,622.99,0,1,0
2869,6.7,1,0,0
2870,2.689,0,1,0
2871,0.2,1,0,0
2872,2.138,0,1,0
2873,6.847,0,1,0
2874,,0,1,0
2875,,1,0,0
2876,,0,1,0
2877,,0,1,0
2878,,0,2,0
2879,7.0,0,1,0
2880,,1,0,0
2881,,1,0,0
2882,9.5,0,1,0
2883,0.9,0,0,1
2884,8.8,0,2,0
2885,10.843,1,0,0
2886,1.0,0,2,0
2887,4.5,0,3,0
2888,3.911,0,1,0
2889,,0,1,0
2890,,0,1,0
2891,4.5,0,1,0
2892,,0,1,0
2893,5.0,0,2,0
2894,4.621,0,1,0
2895,45.211,0,1,0
2896,46.0,0,1,0
2897,1.6,0,2,0
2898,0.71,0,1,0
2899,5.7,0,2,0
2900,10.5,0,1,0
2901,4.595,0,1,0
2902,9.2,0,1,0
2903,166.1,0,1,0
2904,,0,1,0
2905,,0,1,0
2906,1.029,0,2,0
2907,631.823,0,2,0
2908,631.2,0,4,0
2909,165.4,0,2,0
2910,170.973,0,2,0
2911,1.0,0,1,0
2912,166.664,0,1,0
2913,170.521,0,1,0
2914,631.4,0,2,0
2915,54.7,0,2,0
2916,49.6,1,0,0
2917,13.8,0,1,0
2918,13.8,0,1,0
2919,16.5,0,1,0
2920,,0,0,1
2921,16.579,0,2,0
2922,48.85,0,1,0
2923,52.831,0,1,0
2924,16.15,0,1,0
2925,,1,0,0
2926,,0,1,0
2927,,0,1,0
2928,53.261,0,1,0
2929,,0,1,0
2930,2.2,0,2,0
2931,2.0,0,1,0
2932,0.2,1,1,0
2933,7.8,0,1,0
2934,1.3,0,1,0
2935,1.8,0,2,0
2936,,0,3,0
2937,,0,1,0
2938,,0,1,0
2939,,0,1,0
2940,,0,1,0
2941,,0,2,0
2942,,1,0,0
2943,6.9,0,1,0
2944,,0,1,0
2945,,0,1,0
2946,,0,3,0
2947,,0,1,0
2948,,0,1,0
2949,,0,2,0
2950,,0,1,0
2951,,0,1,0
2952,,0,1,0
2953,,0,1,0
2954,,0,1,0
2955,,0,1,0
2956,,0,1,0
2957,,0,1,0
2958,,0,1,0
2959,,0,4,0
2960,,0,1,0
2961,6.4,1,3,0
2962,,0,1,0
2963,,0,1,0
2964,,0,1,0
2965,0.001,0,1,0
2966,7.8,0,1,0
2967,0.5,0,3,0
2968,5.44,0,1,0
2969,125.6,0,1,0
2970,126.0,0,1,0
2971,5.02,1,0,0
2972,127.7,0,0,1
2973,665.5,0,1,0
2974,,0,1,0
2975,18.5,0,1,0
2976,666.2,0,1,0
2977,,0,1,0
2978,,0,1,0
2979,,0,1,0
2980,,0,2,0
2981,,0,1,0
2982,,0,1,0
2983,,0,1,0
2984,5.716,0,1,0
2985,,0,1,0
2986,6.512,0,1,0
2987,122.9,0,1,0
2988,,0,1,0
2989,,0,1,0
2990,130.4,0,2,0
2991,,0,1,0
2992,,0,1,0
2993,130.25,0,2,0
2994,123.0,0,4,0
2995,670.7,0,1,0
2996,,1,1,0
2997,,0,2,0
2998,673.4,0,1,0
2999,,0,1,0
3000,,2,0,0
3001,668.1,0,1,0
3002,,0,1,0
3003,,0,1,0
3004,,0,1,0
3005,3.6,1,0,0
3006,,0,1,0
3007,,0,1,0
3008,,0,1,0
3009,,0,1,0
3010,,0,1,0
3011,,0,1,0
3012,4.898,0,1,0
3013,666.5,0,3,0
3014,,0,1,0
3015,,1,0,0
3016,,0,1,0
3017,,0,1,0
3018,,1,0,0
3019,,0,1,0
3020,,0,1,0
3021,,0,1,0
3022,,0,1,0
3023,,0,1,0
3024,670.0,0,2,0
3025,,0,1,0
3026,32.778,0,2,0
3027,7.5,0,1,0
3028,2.311,0,1,0
3029,,0,1,0
3030,1.904,0,1,0
3031,,1,0,0
3032,,0,1,0
3033,18.75,0,1,0
3034,2.95,0,0,1
3035,,0,1,0
3036,473.83,0,3,0
3037,2.0,0,1,0
3038,6.2,0,1,0
3039,11.0,0,1,0
3040,9.345,0,1,0
3041,10.5,1,0,0
3042,10.058,0,1,0
3043,18.9,0,1,0
3044,732.426,0,1,0
3045,1.4,0,3,0
3046,20.0,0,2,0
3047,0.3,0,5,0
3048,0.1,0,1,0
3049,5.212,0,1,0
3050,3.0,0,1,0
3051,,0,1,0
3052,,0,1,0
3053,,0,1,0
3054,,0,1,0
3055,,0,1,0
3056,,0,1,0
3057,2.5,0,1,0
3058,4.5,0,1,0
3059,0.0,0,4,0
3060,5.021,0,1,0
3061,439.3,0,1,0
3062,804.0,0,2,0
3063,798.022,0,1,0
3064,,0,1,0
3065,,0,1,0
3066,447.221,0,1,0
3067,4.4,0,1,0
3068,6.6,0,1,0
3069,800.5,0,2,0
3070,800.849,0,1,0
3071,6.16,0,2,0
3072,18.826,0,1,0
3073,27.8,0,1,0
3074,18.27,0,1,0
3075,27.0,0,1,0
3076,22.5,1,1,0
3077,26.2,0,1,0
3078,1.15,0,0,1
3079,695.0,0,1,0
3080,12.1,0,1,0
3081,695.0,0,2,0
3082,693.1,1,0,0
3083,1.0,0,1,0
3084,693.2,0,0,1
3085,541.0,0,2,0
3086,,1,0,0
3087,,0,1,0
3088,,0,1,0
3089,528.0,0,1,0
3090,528.0,0,1,0
3091,0.025,0,1,0
3092,20.0,0,1,0
3093,711.0,0,1,0
3094,712.5,0,1,0
3095,10.67,0,1,0
3096,527.8,0,1,0
3097,16.2,0,1,0
3098,524.35,0,9,0
3099,0.3,0,2,0
3100,,0,1,0
3101,,0,1,0
3102,711.0,0,2,0
3103,,0,1,0
3104,,0,2,0
3105,,0,1,0
3106,,0,1,0
3107,,0,1,0
3108,,0,1,0
3109,,0,1,0
3110,711.5,0,2,0
3111,,0,1,0
3112,6.9,0,1,0
3113,,0,1,0
3114,,0,1,0
3115,,0,2,0
3116,0.0,0,1,0
3117,,0,1,0
3118,1.55,0,1,0
3119,16.7,0,1,0
3120,,0,3,0
3121,,0,1,0
3122,726.0,0,1,0
3123,17.6,0,1,0
3124,728.8,0,1,0
3125,528.3,0,1,0
3126,1.3,0,1,0
3127,,0,1,0
3128,,1,0,0
3129,,0,1,0
3130,,0,1,0
3131,,0,1,0
3132,,0,1,0
3133,,0,1,0
3134,,1,0,0
3135,10.0,0,2,0
3136,739.9,0,1,0
3137,740.7,0,1,0
3138,0.7,0,1,0
3139,2.0,0,2,0
3140,16.5,0,4,0
3141,1.0,0,1,0
3142,6.8,0,1,0
3143,4.5,0,1,0
3144,,1,2,0
3145,,0,1,0
3146,63.9,0,1,0
3147,4.0,0,1,0
3148,,0,1,0
3149,,1,0,0
3150,,1,1,0
3151,4.6,0,1,0
3152,,0,1,0
3153,6.35,1,0,0
3154,,0,2,0
3155,,0,1,0
3156,,0,1,0
3157,,1,0,0
3158,,1,0,0
3159,4.5,0,1,0
3160,,0,1,0
3161,,0,2,0
3162,5.64,0,2,0
3163,3.9,0,1,0
3164,,0,1,0
3165,4.75,1,0,0
3166,,0,4,0
3167,5.639,0,1,0
3168,,1,0,0
3169,1.0,1,0,0
3170,,0,2,0
3171,5.0,0,1,0
3172,3.9,0,1,0
3173,1.2,0,1,0
3174,10.0,0,1,0
3175,,1,1,0
3176,,0,1,0
3177,9.9,0,1,0
3178,5.7,0,1,0
3179,5.727,0,2,0
